Vault,Chain,Type,Month,Month Return (%),Cumulative Return (%),AUM ($),AUM Size, Total Debt, Total Gains
yvCurve-USDP 0.4.3 - ETH,ETH,Stable,jun/21,0,0.0,0,Under $10 million,0,0
yvWBTC 0.3.1 - ETH,ETH,BTC,jun/21,1.9940460171952168e-08,0.002933920693955816,23537.27948484,Under $10 million,0,0
yvCurve-DOLA 0.4.3 - ETH,ETH,Stable,jun/21,0,0.0,0,Under $10 million,0,0
yvCurve-MIMUST 0.4.3 - ETH,ETH,Stable,jun/21,0,0.0,0,Under $10 million,0,0
yvAAVE 0.4.3 - ETH,ETH,Altcoin,jun/21,0,0.0,0,Under $10 million,0,0
yvDAI 0.4.3 - ETH,ETH,Stable,jun/21,0,0.0,0,Under $10 million,0,0
yvCurve-stETH 0.3.0 - ETH,ETH,ETH,jun/21,0.0025887902587384826,0.05108786644417207,170955325.388769,Over $50 million,77845.29396127,0
yvYFI 0.4.3 - ETH,ETH,Altcoin,jun/21,0,0.0,0,Under $10 million,0,0
yvHEGIC 0.3.0 - ETH,ETH,Altcoin,jun/21,0.0,0.008777602404040019,172727.501735,Under $10 million,0,0
yvUSDC 0.2.2 - ETH,ETH,Stable,jun/21,0.0,0.011919154791057096,28.048947,Under $10 million,0,0
yvCurve-oBTC 0.3.5 - ETH,ETH,BTC,jun/21,0.0071413893693894615,0.015914754146352905,32620318.547663245,Between $10 million and $50 million,904.9533043734,0
yvCurve-LINK 0.3.5 - ETH,ETH,Altcoin,jun/21,0.005810155473088718,0.006485101501301882,41163555.121071294,Between $10 million and $50 million,2098340.65468503,0
yvCurve-TUSD 0.3.5 - ETH,ETH,Stable,jun/21,0.009580020830246339,0.009580020830246339,15795.24727878,Under $10 million,15734.40849374,0
yvAVAX 0.4.3 - FTM,FTM,Altcoin,jun/21,0,0.0,0,Under $10 million,0,0
yvCRV 0.4.3 - FTM,FTM,Altcoin,jun/21,0,0.0,0,Under $10 million,0,0
yvMIM 0.4.3 - FTM,FTM,Stable,jun/21,0,0.0,0,Under $10 million,0,0
yvWFTM 0.4.3 - FTM,FTM,Altcoin,jun/21,0,0.0,0,Under $10 million,0,0
yvBOO 0.4.3 - FTM,FTM,Altcoin,jun/21,0,0.0,0,Under $10 million,0,0
yvUSDT 0.4.3 - FTM,FTM,Stable,jun/21,0,0.0,0,Under $10 million,0,0
yvDOLA 0.4.3 - FTM,FTM,Stable,jun/21,0,0.0,0,Under $10 million,0,0
yvfBEETS 0.4.3 - FTM,FTM,Altcoin,jun/21,0,0.0,0,Under $10 million,0,0
yvYFI 0.4.3 - FTM,FTM,Altcoin,jun/21,0,0.0,0,Under $10 million,0,0
yvFRAX 0.4.3 - FTM,FTM,Stable,jun/21,0,0.0,0,Under $10 million,0,0
yvDAI 0.4.3 - FTM,FTM,Stable,jun/21,0,0.0,0,Under $10 million,0,0
yvCurve-MIM 0.4.3 - FTM,FTM,Stable,jun/21,0,0.0,0,Under $10 million,0,0
yvCurve-Tricrypto 0.4.3 - FTM,FTM,Other,jun/21,0,0.0,0,Under $10 million,0,0
yvWETH 0.4.3 - FTM,FTM,ETH,jun/21,0,0.0,0,Under $10 million,0,0
yvSPELL 0.4.3 - FTM,FTM,Altcoin,jun/21,0,0.0,0,Under $10 million,0,0
yvUSDC 0.4.3 - FTM,FTM,Stable,jun/21,0,0.0,0,Under $10 million,0,0
yvCurve-Geist 0.4.3 - FTM,FTM,Altcoin,jun/21,0,0.0,0,Under $10 million,0,0
yvWBTC 0.4.3 - FTM,FTM,BTC,jun/21,0,0.0,0,Under $10 million,0,0
yvLINK 0.4.3 - FTM,FTM,Altcoin,jun/21,0,0.0,0,Under $10 million,0,0
yvCurve-UST 0.4.3 - ETH,ETH,Stable,jul/21,0,0.0,0,Under $10 million,0,0
yvCurve-HUSD 0.3.5 - ETH,ETH,Stable,jul/21,0.0031039893889717174,0.004140587806999996,8452.61573403,Under $10 million,8327.36666574,0
yvCurve-EURT 0.4.3 - ETH,ETH,Stable,jul/21,0,0.0,0,Under $10 million,0,0
yvCurve-ibAUD-USDC 0.4.3 - ETH,ETH,Other,jul/21,0,0.0,0,Under $10 million,0,0
yvCurve-ankrETH 0.3.5 - ETH,ETH,ETH,jul/21,0.003769559201475703,0.011331183018019608,8974960.9770098,Under $10 million,3574.2456424635,0
yvCurve-CVXETH 0.4.3 - ETH,ETH,Altcoin,jul/21,0,0.0,0,Under $10 million,0,0
yvCurve-d3pool 0.4.3 - ETH,ETH,Other,jul/21,0,0.0,0,Under $10 million,0,0
yvDAI 0.3.0 - ETH,ETH,Stable,jul/21,0.0069735862076951705,0.05376432889194871,31070838.3355106,Between $10 million and $50 million,12955254.9205353,0
yvCurve-UST 0.3.5 - ETH,ETH,Stable,jul/21,0.00437648631543186,0.015114465639731733,8162800.40478853,Under $10 million,7924663.72598546,0
yvCurve-ibAUD 0.4.3 - ETH,ETH,Iron Bank,jul/21,0,0.0,0,Under $10 million,0,0
yvCurve-tBTC 0.3.5 - ETH,ETH,BTC,jul/21,0.0058327986563910805,0.009248084570999904,9222880.191064928,Under $10 million,218.0019612333,0
yvCurve-EURS 0.3.5 - ETH,ETH,Stable,jul/21,0.00838483844672111,0.025241015896118713,38114333.9283112,Between $10 million and $50 million,32055717.609933536,0
st-yCRV 0.4.3 - ETH,ETH,Other,jul/21,0,0.0,0,Under $10 million,0,0
yvCurve-IronBank 0.3.2 - ETH,ETH,Altcoin,jul/21,0.0032042252831201434,0.03698130715510528,126052316.95189132,Over $50 million,122599038.93928047,0
yvCurve-USDT 0.3.5 - ETH,ETH,Stable,jul/21,0.0,0.0,0,Under $10 million,0,0
yvCurve-RAI 0.4.3 - ETH,ETH,Other,jul/21,0,0.0,0,Under $10 million,0,0
yvCurve-MIM 0.4.3 - ETH,ETH,Stable,jul/21,0,0.0,0,Under $10 million,0,0
yvCurve-GUSD 0.3.5 - ETH,ETH,Stable,jul/21,0.004066838054836763,0.015425598720393507,3883877.20804498,Under $10 million,3809081.10435049,0
yvCurve-ibCHF-USDC 0.4.3 - ETH,ETH,Other,jul/21,0,0.0,0,Under $10 million,0,0
yvCurve-DUSD 0.3.5 - ETH,ETH,Stable,jul/21,0.00849790906758563,0.02655645696747322,8655039.0529581,Under $10 million,8525851.05909425,0
yvCurve-STG-USDC 0.4.3 - ETH,ETH,Other,jul/21,0,0.0,0,Under $10 million,0,0
yvLUSD 0.4.3 - ETH,ETH,Stable,jul/21,0,0.0,0,Under $10 million,0,0
yvCurve-Aave 0.3.5 - ETH,ETH,Altcoin,jul/21,0.004952644232675052,0.010857902887586146,6336434.86904321,Under $10 million,5973440.56960065,0
yvUSDT 0.4.3 - ETH,ETH,Other,jul/21,0,0.0,0,Under $10 million,0,0
yvCurve-USDN 0.3.5 - ETH,ETH,Stable,jul/21,0.007763227330197742,0.02518186357743679,255305987.3241175,Over $50 million,246678973.58028865,0
yvCurve-USDK 0.3.5 - ETH,ETH,Stable,jul/21,0.0,0.0,0,Under $10 million,0,0
yvCurve-triCrypto 0.4.2 - ETH,ETH,Other,jul/21,0.010762528204088184,0.010762528204088184,17385367.0825445,Between $10 million and $50 million,12255.92009454,0
yvCurve-pBTC 0.3.5 - ETH,ETH,BTC,jul/21,0.005920188754234168,0.021405252555958487,43333484.9598342,Between $10 million and $50 million,1023.8097302323,0
yvBalancer-BoostedAaveUSD 0.4.3 - ETH,ETH,Other,jul/21,0,0.0,0,Under $10 million,0,0
yvCurve-cvxCRV 0.4.3 - ETH,ETH,Altcoin,jul/21,0,0.0,0,Under $10 million,0,0
yvCurve-ibCHF 0.4.3 - ETH,ETH,Iron Bank,jul/21,0,0.0,0,Under $10 million,0,0
yvCOMP 0.4.3 - ETH,ETH,Altcoin,jul/21,0,0.0,0,Under $10 million,0,0
yUSD 0.3.5 - ETH,ETH,Stable,jul/21,0.0,0.0006755452909998905,27363797.078734,Between $10 million and $50 million,24477409.5897107,0
yvCurve-ibKRW 0.4.3 - ETH,ETH,Iron Bank,jul/21,0,0.0,0,Under $10 million,0,0
yvCurve-ibJPY 0.4.3 - ETH,ETH,Iron Bank,jul/21,0,0.0,0,Under $10 million,0,0
yvCurve-ibGBP 0.4.3 - ETH,ETH,Iron Bank,jul/21,0,0.0,0,Under $10 million,0,0
yvCurve-3EUR 0.4.3 - ETH,ETH,Stable,jul/21,0,0.0,0,Under $10 million,0,0
yvCurve-sUSD 0.3.5 - ETH,ETH,Stable,jul/21,0.003915471061187725,0.013205800432647852,10148596.827868935,Between $10 million and $50 million,9711288.5445592,0
yvCurve-rETHwstETH 0.4.3 - ETH,ETH,ETH,jul/21,0,0.0,0,Under $10 million,0,0
yvCurve-ibBTC 0.4.3 - ETH,ETH,BTC,jul/21,0,0.0,0,Under $10 million,0,0
yvUSDC 0.3.0 - ETH,ETH,Stable,jul/21,0.004085829732297652,0.06049831108877601,631834905.954907,Over $50 million,625270708.8852441,0
yvCurve-LUSD 0.3.5 - ETH,ETH,Stable,jul/21,0.006102263670225483,0.04171084620843901,75918667.61049388,Over $50 million,75435797.06286311,0
yvCurve-stETH-WETH 0.4.3 - ETH,ETH,ETH,jul/21,0,0.0,0,Under $10 million,0,0
lp-yCRV 0.4.3 - ETH,ETH,Other,jul/21,0,0.0,0,Under $10 million,0,0
yvCurve-HBTC 0.3.3 - ETH,ETH,BTC,jul/21,0.002173774185080246,0.020667970028226845,32067237.73273915,Between $10 million and $50 million,755.95484012,0
yvLINK 0.4.2 - ETH,ETH,Altcoin,jul/21,0.0012047993053951878,0.0017724320659999737,9413878.37185143,Under $10 million,349170.50765289186,0
yvCurve-ibEUR 0.4.3 - ETH,ETH,Iron Bank,jul/21,0,0.0,0,Under $10 million,0,0
yvCurve-CRVETH 0.4.3 - ETH,ETH,Altcoin,jul/21,0,0.0,0,Under $10 million,0,0
yvCurve-ibGBP-USDC 0.4.3 - ETH,ETH,Other,jul/21,0,0.0,0,Under $10 million,0,0
yvCurve-BUSD 0.3.5 - ETH,ETH,Stable,jul/21,0.005216076359415789,0.021027613666555478,10027907.726902844,Between $10 million and $50 million,9983799.1519153,0
yvCurve-USDM 0.4.3 - ETH,ETH,Stable,jul/21,0,0.0,0,Under $10 million,0,0
yvSUSHI 0.4.3 - ETH,ETH,Altcoin,jul/21,0,0.0,0,Under $10 million,0,0
yvCurve-renBTC 0.3.5 - ETH,ETH,BTC,jul/21,0.0019126823192712195,0.008763709218170934,3276828.34423117,Under $10 million,76.450494786,0
yvCurve-alETH 0.4.3 - ETH,ETH,ETH,jul/21,0,0.0,0,Under $10 million,0,0
yvCurve-YFIETH 0.4.3 - ETH,ETH,Altcoin,jul/21,0,0.0,0,Under $10 million,0,0
yvUSDT 0.3.5 - ETH,ETH,Stable,jul/21,0.0035880882594505614,0.013613845269645042,145647080.367779,Over $50 million,108808978.40227501,0
yvCurve-EURSUSDC 0.4.3 - ETH,ETH,Stable,jul/21,0,0.0,0,Under $10 million,0,0
yvCurve-Pax 0.3.5 - ETH,ETH,Stable,jul/21,0.0,0.0,0,Under $10 million,0,0
yvCurve-sBTC 0.3.5 - ETH,ETH,BTC,jul/21,0.001026537976773989,0.0033748921132947807,42759310.485630095,Between $10 million and $50 million,1005.0269085179,0
yvCurve-3pool 0.3.5 - ETH,ETH,Other,jul/21,0.003800971162173594,0.010725390639999999,4514612.5742207,Under $10 million,4378619.18099706,0
yvRAI 0.4.2 - ETH,ETH,Altcoin,jul/21,0.001031880392706519,0.001031880392706519,809829.946194,Under $10 million,267824.57095459,0
yvCurve-EURN 0.4.3 - ETH,ETH,Stable,jul/21,0,0.0,0,Under $10 million,0,0
yvCurve-mUSD 0.3.5 - ETH,ETH,Stable,jul/21,0.010086040578251687,0.020459884889592272,552009.886629,Under $10 million,543589.287848,0
yvCurve-yBUSD 0.3.5 - ETH,ETH,Stable,jul/21,0.007416193752424416,0.012143742457373152,436770.916862,Under $10 million,389371.319188,0
yvCurve-BBTC 0.3.5 - ETH,ETH,BTC,jul/21,0.007192580142360017,0.010644998508919867,13888478.9050642,Between $10 million and $50 million,327.3654342409,0
yvCurve-sETH 0.3.2 - ETH,ETH,ETH,jul/21,0.0027510119725853155,0.04452952922661679,43393334.0468221,Between $10 million and $50 million,17537.627673,0
yvCurve-ibJPY-USDC 0.4.3 - ETH,ETH,Other,jul/21,0,0.0,0,Under $10 million,0,0
yvBOOST 0.3.5 - ETH,ETH,Altcoin,jul/21,0.01714096345715177,0.057753119303574296,13647129.679052882,Between $10 million and $50 million,11465777.8320093,0
yvWBTC 0.3.5 - ETH,ETH,BTC,jul/21,0.0010453560164869202,0.0036425482690316535,121627483.392874,Over $50 million,1317.32612795,0
yvCurve-alUSD 0.3.5 - ETH,ETH,Stable,jul/21,0.008482442443268123,0.021253628263494306,39044357.776079506,Between $10 million and $50 million,38804802.1521086,0
yvCurve-FRAX 0.3.5 - ETH,ETH,Stable,jul/21,0.0076467547148755255,0.0226485234047884,76631417.21837977,Over $50 million,76080702.01723252,0
yv1INCH 0.3.2 - ETH,ETH,Altcoin,jul/21,0.003797117403967487,0.03882612955879372,3461052.1084675,Under $10 million,1508184.291763935,0
yvCurve-EURTUSD 0.4.3 - ETH,ETH,Stable,jul/21,0,0.0,0,Under $10 million,0,0
yvDAI 0.2.2 - ETH,ETH,Stable,jul/21,0.0,0.012515106364689998,1633.16301758,Under $10 million,2.09874751e-10,0
yvCurve-rETH 0.3.5 - ETH,ETH,ETH,jul/21,0.004472332442732485,0.014121100703664347,8211525.31797367,Under $10 million,3328.80868623,0
yvCurve-RSV 0.3.5 - ETH,ETH,Other,jul/21,0.0002169343789999445,0.0002169343789999445,644821.590741,Under $10 million,628016.629245,0
yvCurve-USDP 0.3.5 - ETH,ETH,Stable,jul/21,0.006844104501971815,0.02202511824344522,28122673.4972462,Between $10 million and $50 million,27943585.431584932,0
yvCurve-Compound 0.3.5 - ETH,ETH,Altcoin,jul/21,0.0017135689553013922,0.009664627264860615,5887617.04700544,Under $10 million,5440290.05272782,0
yvYFI 0.3.2 - ETH,ETH,Altcoin,jul/21,0.00011924807200225374,0.0019850284332860735,55461372.6507511,Over $50 million,658.4455996658473,0
yvCurve-3Crypto 0.4.3 - ETH,ETH,Other,jul/21,0,0.0,0,Under $10 million,0,0
yvCurve-ibEUR-USDC 0.4.3 - ETH,ETH,Other,jul/21,0,0.0,0,Under $10 million,0,0
yvSNX 0.3.5 - ETH,ETH,Altcoin,jul/21,0.003088666847062216,0.0159471013494199,7071639.35472351,Under $10 million,565051.9643744975,0
yvCurve-OUSD 0.4.3 - ETH,ETH,Stable,jul/21,0,0.0,0,Under $10 million,0,0
yvCurve-ibKRW-USDC 0.4.3 - ETH,ETH,Other,jul/21,0,0.0,0,Under $10 million,0,0
yvUNI 0.3.5 - ETH,ETH,Altcoin,jul/21,0.00027587429172881706,0.0006655551120000602,4173931.88362732,Under $10 million,0,0
yvTUSD 0.4.3 - ETH,ETH,Stable,jul/21,0,0.0,0,Under $10 million,0,0
yvWETH 0.4.2 - ETH,ETH,ETH,jul/21,0.000840497812779395,0.000840497812779395,135021770.028092,Over $50 million,21956.115184106806,0
yvUSDC 0.4.3 - ETH,ETH,Stable,jul/21,0,0.0,0,Under $10 million,0,0
yvsUSD 0.3.3 - ETH,ETH,Stable,jul/21,0.001902905367412,0.0198068787024821,3547656.29206451,Under $10 million,2.3283064365386963e-09,0
yvWETH 0.3.2 - ETH,ETH,ETH,jul/21,0.0022530849153816757,0.01638299128826337,15824976.152936475,Between $10 million and $50 million,5314.249092408268,0
yvKP3RETH-f 0.4.3 - ETH,ETH,Other,jul/21,0,0.0,0,Under $10 million,0,0
yvCurve-sAave 0.3.5 - ETH,ETH,Altcoin,jul/21,0.007497903322485788,0.02699370595617845,11985144.050721016,Between $10 million and $50 million,11528767.516500939,0
yvCurve-USDP 0.4.3 - ETH,ETH,Stable,jul/21,0,0.0,0,Under $10 million,0,0
yvWBTC 0.3.1 - ETH,ETH,BTC,jul/21,9.970229752909177e-09,0.002933930693437503,26292.67467659,Under $10 million,0,0
yvCurve-DOLA 0.4.3 - ETH,ETH,Stable,jul/21,0,0.0,0,Under $10 million,0,0
yvCurve-MIMUST 0.4.3 - ETH,ETH,Stable,jul/21,0,0.0,0,Under $10 million,0,0
yvAAVE 0.4.3 - ETH,ETH,Altcoin,jul/21,0,0.0,0,Under $10 million,0,0
yvDAI 0.4.3 - ETH,ETH,Stable,jul/21,0,0.0,426563102.764553,Over $50 million,425616128.414288,0
yvCurve-stETH 0.3.0 - ETH,ETH,ETH,jul/21,0.0013632969391710326,0.05252081131529529,178427755.2920145,Over $50 million,71141.59071981,0
yvYFI 0.4.3 - ETH,ETH,Altcoin,jul/21,0,0.0,0,Under $10 million,0,0
yvHEGIC 0.3.0 - ETH,ETH,Altcoin,jul/21,0.0,0.008777602404040019,144740.85578958,Under $10 million,0,0
yvUSDC 0.2.2 - ETH,ETH,Stable,jul/21,0.0,0.011919154791057096,28.0527406201,Under $10 million,0,0
yvCurve-oBTC 0.3.5 - ETH,ETH,BTC,jul/21,0.006011817428575039,0.022022248171276404,43306056.009444,Between $10 million and $50 million,1024.273721204,0
yvCurve-LINK 0.3.5 - ETH,ETH,Altcoin,jul/21,0.003941323865884749,0.010451985252506457,28677083.364071965,Between $10 million and $50 million,1283587.1172014526,0
yvCurve-TUSD 0.3.5 - ETH,ETH,Stable,jul/21,0.004182207871274102,0.013802294340043764,15968.60860856,Under $10 million,15857.64897977,0
yvAVAX 0.4.3 - FTM,FTM,Altcoin,jul/21,0,0.0,0,Under $10 million,0,0
yvCRV 0.4.3 - FTM,FTM,Altcoin,jul/21,0,0.0,0,Under $10 million,0,0
yvMIM 0.4.3 - FTM,FTM,Stable,jul/21,0,0.0,0,Under $10 million,0,0
yvWFTM 0.4.3 - FTM,FTM,Altcoin,jul/21,0,0.0,0,Under $10 million,0,0
yvBOO 0.4.3 - FTM,FTM,Altcoin,jul/21,0,0.0,0,Under $10 million,0,0
yvUSDT 0.4.3 - FTM,FTM,Stable,jul/21,0,0.0,0,Under $10 million,0,0
yvDOLA 0.4.3 - FTM,FTM,Stable,jul/21,0,0.0,0,Under $10 million,0,0
yvfBEETS 0.4.3 - FTM,FTM,Altcoin,jul/21,0,0.0,0,Under $10 million,0,0
yvYFI 0.4.3 - FTM,FTM,Altcoin,jul/21,0,0.0,0,Under $10 million,0,0
yvFRAX 0.4.3 - FTM,FTM,Stable,jul/21,0,0.0,0,Under $10 million,0,0
yvDAI 0.4.3 - FTM,FTM,Stable,jul/21,0,0.0,0,Under $10 million,0,0
yvCurve-MIM 0.4.3 - FTM,FTM,Stable,jul/21,0,0.0,0,Under $10 million,0,0
yvCurve-Tricrypto 0.4.3 - FTM,FTM,Other,jul/21,0,0.0,0,Under $10 million,0,0
yvWETH 0.4.3 - FTM,FTM,ETH,jul/21,0,0.0,0,Under $10 million,0,0
yvSPELL 0.4.3 - FTM,FTM,Altcoin,jul/21,0,0.0,0,Under $10 million,0,0
yvUSDC 0.4.3 - FTM,FTM,Stable,jul/21,0,0.0,0,Under $10 million,0,0
yvCurve-Geist 0.4.3 - FTM,FTM,Altcoin,jul/21,0,0.0,0,Under $10 million,0,0
yvWBTC 0.4.3 - FTM,FTM,BTC,jul/21,0,0.0,0,Under $10 million,0,0
yvLINK 0.4.3 - FTM,FTM,Altcoin,jul/21,0,0.0,0,Under $10 million,0,0
yvCurve-UST 0.4.3 - ETH,ETH,Stable,aug/21,0,0.0,0,Under $10 million,0,0
yvCurve-HUSD 0.3.5 - ETH,ETH,Stable,aug/21,0.002215871901997568,0.006365634721176905,8497.69815406,Under $10 million,8374.07889681,0
yvCurve-EURT 0.4.3 - ETH,ETH,Stable,aug/21,0,0.0,12.9586159404,Under $10 million,0,0
yvCurve-ibAUD-USDC 0.4.3 - ETH,ETH,Other,aug/21,0,0.0,0,Under $10 million,0,0
yvCurve-ankrETH 0.3.5 - ETH,ETH,ETH,aug/21,0.0010681901966458351,0.012411477073281718,8319162.47331943,Under $10 million,2519.4564190972,0
yvCurve-CVXETH 0.4.3 - ETH,ETH,Altcoin,aug/21,0,0.0,0,Under $10 million,0,0
yvCurve-d3pool 0.4.3 - ETH,ETH,Other,aug/21,0,0.0,0,Under $10 million,0,0
yvDAI 0.3.0 - ETH,ETH,Stable,aug/21,0.005798486621411136,0.05987456725514906,16182388.068098024,Between $10 million and $50 million,16113454.6042516,0
yvCurve-UST 0.3.5 - ETH,ETH,Stable,aug/21,0.0030055943797799856,0.018165487972491956,7445297.15651024,Under $10 million,7260300.45673144,0
yvCurve-ibAUD 0.4.3 - ETH,ETH,Iron Bank,aug/21,0,0.0,0,Under $10 million,0,0
yvCurve-tBTC 0.3.5 - ETH,ETH,BTC,aug/21,0.008388707370540649,0.0177143714167447,10813189.07751334,Between $10 million and $50 million,228.6970098786,0
yvCurve-EURS 0.3.5 - ETH,ETH,Stable,aug/21,0.008390379689955152,0.03384317729320241,23863080.669741865,Between $10 million and $50 million,20148209.039784953,0
st-yCRV 0.4.3 - ETH,ETH,Other,aug/21,0,0.0,0,Under $10 million,0,0
yvCurve-IronBank 0.3.2 - ETH,ETH,Altcoin,aug/21,0.007222783027553525,0.044471198140315416,147551687.277979,Over $50 million,142926852.5051368,0
yvCurve-USDT 0.3.5 - ETH,ETH,Stable,aug/21,0.0,0.0,0,Under $10 million,0,0
yvCurve-RAI 0.4.3 - ETH,ETH,Other,aug/21,0,0.0,0,Under $10 million,0,0
yvCurve-MIM 0.4.3 - ETH,ETH,Stable,aug/21,0,0.0,0,Under $10 million,0,0
yvCurve-GUSD 0.3.5 - ETH,ETH,Stable,aug/21,0.0071093847190297765,0.022644649955247953,7209576.89085032,Under $10 million,7048168.86037378,0
yvCurve-ibCHF-USDC 0.4.3 - ETH,ETH,Other,aug/21,0,0.0,0,Under $10 million,0,0
yvCurve-DUSD 0.3.5 - ETH,ETH,Stable,aug/21,0.010241594070443893,0.03707003149012711,3934625.1038622,Under $10 million,3885076.3860472,0
yvCurve-STG-USDC 0.4.3 - ETH,ETH,Other,aug/21,0,0.0,0,Under $10 million,0,0
yvLUSD 0.4.3 - ETH,ETH,Stable,aug/21,0,0.0,0,Under $10 million,0,0
yvCurve-Aave 0.3.5 - ETH,ETH,Altcoin,aug/21,0.0048542045510620024,0.015764813920259968,15685373.548295502,Between $10 million and $50 million,14726493.861643644,0
yvUSDT 0.4.3 - ETH,ETH,Other,aug/21,0,0.0,0,Under $10 million,0,0
yvCurve-USDN 0.3.5 - ETH,ETH,Stable,aug/21,0.011629941295052237,0.03710466846759464,276370339.997045,Over $50 million,266718291.4783613,0
yvCurve-USDK 0.3.5 - ETH,ETH,Stable,aug/21,0.0,0.0,0,Under $10 million,0,0
yvCurve-triCrypto 0.4.2 - ETH,ETH,Other,aug/21,0.003940425279613358,0.01474536242190938,1288861.7553956746,Under $10 million,798.3575163719,0
yvCurve-pBTC 0.3.5 - ETH,ETH,BTC,aug/21,0.008071438605094405,0.029649462342884902,83149067.76406927,Over $50 million,1756.9839796769,0
yvBalancer-BoostedAaveUSD 0.4.3 - ETH,ETH,Other,aug/21,0,0.0,0,Under $10 million,0,0
yvCurve-cvxCRV 0.4.3 - ETH,ETH,Altcoin,aug/21,0,0.0,0,Under $10 million,0,0
yvCurve-ibCHF 0.4.3 - ETH,ETH,Iron Bank,aug/21,0,0.0,0,Under $10 million,0,0
yvCOMP 0.4.3 - ETH,ETH,Altcoin,aug/21,0.0014183119060000582,0.0014183119060000582,89875.18814856,Under $10 million,192.9088040265,0
yUSD 0.3.5 - ETH,ETH,Stable,aug/21,0.0003208614435628032,0.0009966234909999372,24143402.922962174,Between $10 million and $50 million,21639453.5617366,0
yvCurve-ibKRW 0.4.3 - ETH,ETH,Iron Bank,aug/21,0,0.0,0,Under $10 million,0,0
yvCurve-ibJPY 0.4.3 - ETH,ETH,Iron Bank,aug/21,0,0.0,0,Under $10 million,0,0
yvCurve-ibGBP 0.4.3 - ETH,ETH,Iron Bank,aug/21,0,0.0,0,Under $10 million,0,0
yvCurve-3EUR 0.4.3 - ETH,ETH,Stable,aug/21,0,0.0,0,Under $10 million,0,0
yvCurve-sUSD 0.3.5 - ETH,ETH,Stable,aug/21,0.006002959543557562,0.019288033861943,11006969.470619015,Between $10 million and $50 million,10529887.6920063,0
yvCurve-rETHwstETH 0.4.3 - ETH,ETH,ETH,aug/21,0,0.0,0,Under $10 million,0,0
yvCurve-ibBTC 0.4.3 - ETH,ETH,BTC,aug/21,0,0.0,0,Under $10 million,0,0
yvUSDC 0.3.0 - ETH,ETH,Stable,aug/21,0.005330062527897583,0.06615083339760908,640679319.0816836,Over $50 million,639014374.1884592,0
yvCurve-LUSD 0.3.5 - ETH,ETH,Stable,aug/21,0.008485557469821714,0.05055034346087739,55534781.1182609,Over $50 million,55165122.9614678,0
yvCurve-stETH-WETH 0.4.3 - ETH,ETH,ETH,aug/21,0,0.0,0,Under $10 million,0,0
lp-yCRV 0.4.3 - ETH,ETH,Other,aug/21,0,0.0,0,Under $10 million,0,0
yvCurve-HBTC 0.3.3 - ETH,ETH,BTC,aug/21,0.003545240441749753,0.024286483393169522,25015476.1420077,Between $10 million and $50 million,527.9809482472,0
yvLINK 0.4.2 - ETH,ETH,Altcoin,aug/21,0.004663271093781063,0.0064439684910000405,22310593.9554802,Between $10 million and $50 million,743173.4155734226,0
yvCurve-ibEUR 0.4.3 - ETH,ETH,Iron Bank,aug/21,0,0.0,0,Under $10 million,0,0
yvCurve-CRVETH 0.4.3 - ETH,ETH,Altcoin,aug/21,0,0.0,0,Under $10 million,0,0
yvCurve-ibGBP-USDC 0.4.3 - ETH,ETH,Other,aug/21,0,0.0,0,Under $10 million,0,0
yvCurve-BUSD 0.3.5 - ETH,ETH,Stable,aug/21,0.007005267969010021,0.028180185704048455,10770670.3992609,Between $10 million and $50 million,10719417.9926556,0
yvCurve-USDM 0.4.3 - ETH,ETH,Stable,aug/21,0,0.0,0,Under $10 million,0,0
yvSUSHI 0.4.3 - ETH,ETH,Altcoin,aug/21,0.0024436136070000725,0.0024436136070000725,356961.360858,Under $10 million,28083.71333261,0
yvCurve-renBTC 0.3.5 - ETH,ETH,BTC,aug/21,0.004892544885904071,0.013699130944792026,5266243.347846449,Under $10 million,109.8627175856,0
yvCurve-alETH 0.4.3 - ETH,ETH,ETH,aug/21,0,0.0,0,Under $10 million,0,0
yvCurve-YFIETH 0.4.3 - ETH,ETH,Altcoin,aug/21,0,0.0,0,Under $10 million,0,0
yvUSDT 0.3.5 - ETH,ETH,Stable,aug/21,0.004671634756647114,0.018349078939025487,143901970.52494645,Over $50 million,107670340.435979,0
yvCurve-EURSUSDC 0.4.3 - ETH,ETH,Stable,aug/21,0,0.0,0,Under $10 million,0,0
yvCurve-Pax 0.3.5 - ETH,ETH,Stable,aug/21,0.0,0.0,0,Under $10 million,0,0
yvCurve-sBTC 0.3.5 - ETH,ETH,BTC,aug/21,0.007062374434336993,0.010461101299411357,7166341.80730063,Under $10 million,150.7274911173,0
yvCurve-3pool 0.3.5 - ETH,ETH,Other,aug/21,0.005365665894240479,0.016148605396999915,10509892.363274457,Between $10 million and $50 million,10290955.254201524,0
yvRAI 0.4.2 - ETH,ETH,Altcoin,aug/21,0.0010314229927519403,0.0020643676906213493,37729.28380451,Under $10 million,12233.03273171,0
yvCurve-EURN 0.4.3 - ETH,ETH,Stable,aug/21,0,0.0,0,Under $10 million,0,0
yvCurve-mUSD 0.3.5 - ETH,ETH,Stable,aug/21,0.0029514866549291696,0.023471758621734562,303313.343735,Under $10 million,298819.933229,0
yvCurve-yBUSD 0.3.5 - ETH,ETH,Stable,aug/21,0.006383896016093571,0.018605162862560753,655128.635545,Under $10 million,583219.497389,0
