Vault,Chain,Type,Month,Month Return (%),Cumulative Return (%),AUM ($),AUM Size, Total Debt, Total Gains
yv1INCH 0.3.2 - ETH,ETH,Altcoin,apr/22,0.0,0.06733146603669837,667759.369216,Under $10 million,0,0
yvCurve-EURTUSD 0.4.3 - ETH,ETH,Stable,apr/22,0.006041190994255485,0.016799230661999953,127424.07934439,Under $10 million,61123.30271038,0
yvDAI 0.2.2 - ETH,ETH,Stable,apr/22,0.0,0.012515104769184271,2.1000187423542003e-10,Under $10 million,2.09874751e-10,0
yvCurve-rETH 0.3.5 - ETH,ETH,ETH,apr/22,0.0,0.04698936394820685,1986637.1611336265,Under $10 million,698.0219049569,0
yvCurve-RSV 0.3.5 - ETH,ETH,Other,apr/22,0.0,0.11562140646000008,25579.94297169,Under $10 million,24856.83175371,0
yvCurve-USDP 0.3.5 - ETH,ETH,Stable,apr/22,0.004119698706826824,0.10520660824911365,5653330.23968488,Under $10 million,5509443.75250497,0
yvCurve-Compound 0.3.5 - ETH,ETH,Altcoin,apr/22,5.520515113044411e-05,0.02699585995510545,9745858.0791831,Under $10 million,8753945.813138034,0
yvYFI 0.3.2 - ETH,ETH,Altcoin,apr/22,0.0,0.0024862770908824494,3124873.4562238334,Under $10 million,0,0
yvCurve-3Crypto 0.4.3 - ETH,ETH,Other,apr/22,0.006752029433218842,0.08635042839868712,6374596.00830147,Under $10 million,4133.81299781,0
yvCurve-ibEUR-USDC 0.4.3 - ETH,ETH,Other,apr/22,0,0.0,0,Under $10 million,0,0
yvSNX 0.3.5 - ETH,ETH,Altcoin,apr/22,1.9331082292906032e-05,0.084176508669777,3499070.1201500962,Under $10 million,653231.9872,0
yvCurve-OUSD 0.4.3 - ETH,ETH,Stable,apr/22,0.0,0.05675576291499995,55388.5113683,Under $10 million,40263.72354718,0
yvCurve-ibKRW-USDC 0.4.3 - ETH,ETH,Other,apr/22,0,0.0,0,Under $10 million,0,0
yvUNI 0.3.5 - ETH,ETH,Altcoin,apr/22,0.0,0.00577853742400003,1318676.7109205534,Under $10 million,0,0
yvTUSD 0.4.3 - ETH,ETH,Stable,apr/22,0.0,0.05529759482699981,14895.64047391,Under $10 million,14691.63322292,0
yvWETH 0.4.2 - ETH,ETH,ETH,apr/22,0.0012624566955345973,0.012404370064658332,272110268.816346,Over $50 million,41551.03865201792,0
yvUSDC 0.4.3 - ETH,ETH,Stable,apr/22,0.0018907660515175007,0.014443464544223739,313588167.48674834,Over $50 million,163759479.709718,0
yvsUSD 0.3.3 - ETH,ETH,Stable,apr/22,0.0,0.04101578558680874,66524.00735343,Under $10 million,0,0
yvWETH 0.3.2 - ETH,ETH,ETH,apr/22,0.000528050572676797,0.03529939865987197,1758999.32340936,Under $10 million,0,0
yvKP3RETH-f 0.4.3 - ETH,ETH,Other,apr/22,0,0.0,0,Under $10 million,0,0
yvCurve-sAave 0.3.5 - ETH,ETH,Altcoin,apr/22,0.0,0.06025709782882105,487126.028118,Under $10 million,458908.253044,0
yvCurve-USDP 0.4.3 - ETH,ETH,Stable,apr/22,0.0,0.0,0,Under $10 million,0,0
yvWBTC 0.3.1 - ETH,ETH,BTC,apr/22,0.0,0.002934090685140278,2326.1901700433,Under $10 million,0,0
yvCurve-DOLA 0.4.3 - ETH,ETH,Stable,apr/22,0.006008837698000091,0.006008837698000091,3222947.73410138,Under $10 million,2406061.10219743,0
yvCurve-MIMUST 0.4.3 - ETH,ETH,Stable,apr/22,0.035687002217025254,0.06905185286186555,584939.749433,Under $10 million,580684.777007,0
yvAAVE 0.4.3 - ETH,ETH,Altcoin,apr/22,0.00512708471535972,0.03151231897499995,2191130.724382187,Under $10 million,13906.48555288,0
yvDAI 0.4.3 - ETH,ETH,Stable,apr/22,0.0013068691919249087,0.02496003728273788,255750233.0524507,Over $50 million,151088564.60213235,0
yvCurve-stETH 0.3.0 - ETH,ETH,ETH,apr/22,0.0019479462423723781,0.06640105735560331,503068417.80288094,Over $50 million,172090.20726576,0
yvYFI 0.4.3 - ETH,ETH,Altcoin,apr/22,0.0,0.010741765010319648,25091654.19303084,Between $10 million and $50 million,0,0
yvHEGIC 0.3.0 - ETH,ETH,Altcoin,apr/22,0.0,0.008777602404040019,5727.92531114,Under $10 million,0,0
yvUSDC 0.2.2 - ETH,ETH,Stable,apr/22,0.0,0.011919154791057096,28.0489799758,Under $10 million,0,0
yvCurve-oBTC 0.3.5 - ETH,ETH,BTC,apr/22,0.0,0.056284130558708956,656295.847173,Under $10 million,16.919062956,0
yvCurve-LINK 0.3.5 - ETH,ETH,Altcoin,apr/22,0.0,0.01531960468948279,1324399.2889617458,Under $10 million,110568.38713788,0
yvCurve-TUSD 0.3.5 - ETH,ETH,Stable,apr/22,0.0,0.15647636026212108,7344.95586817,Under $10 million,6412.70987881,0
yvAVAX 0.4.3 - FTM,FTM,Altcoin,apr/22,0.0,0.0,1.053113452896,Under $10 million,0,0
yvCRV 0.4.3 - FTM,FTM,Altcoin,apr/22,0.019382930145949162,0.0322208716147705,731937.384978,Under $10 million,327782.08015158,0
yvMIM 0.4.3 - FTM,FTM,Stable,apr/22,0.004095972587396357,0.04635196272971398,3714138.7415639106,Under $10 million,3714138.7415639106,0
yvWFTM 0.4.3 - FTM,FTM,Altcoin,apr/22,0.005414249292065465,0.03607412878831928,51034083.6643781,Over $50 million,61109810.1852803,0
yvBOO 0.4.3 - FTM,FTM,Altcoin,apr/22,0.015355242059522656,0.1529954877698363,1452457.1268436324,Under $10 million,0,0
yvUSDT 0.4.3 - FTM,FTM,Stable,apr/22,0.0008797711611996384,0.017601907266503014,3456814.536348,Under $10 million,2439462.006612,0
yvDOLA 0.4.3 - FTM,FTM,Stable,apr/22,0.0039058090044152838,0.020459717686515555,130198.9224,Under $10 million,130198.9224,0
yvfBEETS 0.4.3 - FTM,FTM,Altcoin,apr/22,0.023876136005460902,0.023876136005460902,410260.414118,Under $10 million,1254084.2328643745,0
yvYFI 0.4.3 - FTM,FTM,Altcoin,apr/22,0.00023429729510660025,0.03539059144848311,6500576.29717609,Under $10 million,382.2348679821,0
yvFRAX 0.4.3 - FTM,FTM,Stable,apr/22,0.0009668737806156624,0.012870666514209983,3673391.7702115295,Under $10 million,3673391.7702115295,0
yvDAI 0.4.3 - FTM,FTM,Stable,apr/22,0.0016635828643645212,0.05674456624128754,36810973.62348766,Between $10 million and $50 million,30102992.1309112,0
yvCurve-MIM 0.4.3 - FTM,FTM,Stable,apr/22,0,0.0,3872.38457269,Under $10 million,3710.4869014038,0
yvCurve-Tricrypto 0.4.3 - FTM,FTM,Other,apr/22,0.0018251901936716663,0.023912184055184582,1427989.36154418,Under $10 million,982.0675243,0
yvWETH 0.4.3 - FTM,FTM,ETH,apr/22,0.00031480230051528224,0.0007432619968263943,8318933.58827328,Under $10 million,2793.55090736,0
yvSPELL 0.4.3 - FTM,FTM,Altcoin,apr/22,0.008743536042421951,0.04134907800338494,423498.749376,Under $10 million,122875530.6412257,0
yvUSDC 0.4.3 - FTM,FTM,Stable,apr/22,0.0023645760322876797,0.03326377698960159,32942549.874359,Between $10 million and $50 million,22251246.198128,0
yvCurve-Geist 0.4.3 - FTM,FTM,Altcoin,apr/22,0.0006863078020140634,0.007216231016071273,4144688.2616243903,Under $10 million,4080953.81938186,0
yvWBTC 0.4.3 - FTM,FTM,BTC,apr/22,0.0001134099218047524,0.00023050945716374116,5835499.58868084,Under $10 million,134.59905255,0
yvLINK 0.4.3 - FTM,FTM,Altcoin,apr/22,0.0003757968001174561,0.004276082495599631,890983.858858,Under $10 million,73913.10770607,0
yvCurve-UST 0.4.3 - ETH,ETH,Stable,may/22,0.0,0.0,0,Under $10 million,0,0
yvCurve-HUSD 0.3.5 - ETH,ETH,Stable,may/22,0.0,0.020796074047292334,9028.3686284,Under $10 million,0,0
yvCurve-EURT 0.4.3 - ETH,ETH,Stable,may/22,0.0,0.10561117811199994,21141.26164123,Under $10 million,19454.75971237,0
yvCurve-ibAUD-USDC 0.4.3 - ETH,ETH,Other,may/22,0,0.0,0,Under $10 million,0,0
yvCurve-ankrETH 0.3.5 - ETH,ETH,ETH,may/22,0.0,0.03742721478250011,196321.91597673,Under $10 million,94.2682151166,0
yvCurve-CVXETH 0.4.3 - ETH,ETH,Altcoin,may/22,0.018305808490361786,0.03986108697899993,713472.524657,Under $10 million,2265.17013522,0
yvCurve-d3pool 0.4.3 - ETH,ETH,Other,may/22,0.0011384463153045754,0.017312768725000094,222420.272525,Under $10 million,171701.288035,0
yvDAI 0.3.0 - ETH,ETH,Stable,may/22,0.0009700841316193642,0.0932784189868947,1971540.77549996,Under $10 million,1971540.77549996,0
yvCurve-UST 0.3.5 - ETH,ETH,Stable,may/22,0.0,0.06395508476198475,60158.16255625,Under $10 million,0,0
yvCurve-ibAUD 0.4.3 - ETH,ETH,Iron Bank,may/22,0.00914849930299999,0.00914849930299999,4836.03071059,Under $10 million,0,0
yvCurve-tBTC 0.3.5 - ETH,ETH,BTC,may/22,0.0,0.05952662705353862,134925.1265634,Under $10 million,4.227487281389,0
yvCurve-EURS 0.3.5 - ETH,ETH,Stable,may/22,0.001078631513876216,0.09770065127146599,2600360.301489053,Under $10 million,2402403.27997802,0
st-yCRV 0.4.3 - ETH,ETH,Other,may/22,0,0.0,0,Under $10 million,0,0
yvCurve-IronBank 0.3.2 - ETH,ETH,Altcoin,may/22,0.00166289804100761,0.09518190986081598,57706031.5608748,Over $50 million,55486866.0372681,0
yvCurve-USDT 0.3.5 - ETH,ETH,Stable,may/22,0.0,0.0,0,Under $10 million,0,0
yvCurve-RAI 0.4.3 - ETH,ETH,Other,may/22,0.0011215871140035638,0.01467044355099989,832175.129426,Under $10 million,832319.220302,0
yvCurve-MIM 0.4.3 - ETH,ETH,Stable,may/22,0.002402129345741022,0.10044222543963088,959743.619334,Under $10 million,721995.916433,0
yvCurve-GUSD 0.3.5 - ETH,ETH,Stable,may/22,0.0,0.06850342213995697,563563.091976,Under $10 million,549159.655045,0
yvCurve-ibCHF-USDC 0.4.3 - ETH,ETH,Other,may/22,0,0.0,0,Under $10 million,0,0
yvCurve-DUSD 0.3.5 - ETH,ETH,Stable,may/22,0.0,0.07445048797079146,820833.360106,Under $10 million,809447.581226,0
yvCurve-STG-USDC 0.4.3 - ETH,ETH,Other,may/22,0,0.0,0,Under $10 million,0,0
yvLUSD 0.4.3 - ETH,ETH,Stable,may/22,0.004829967160600024,0.03656918651698571,1619746.51391696,Under $10 million,1299780.04052583,0
yvCurve-Aave 0.3.5 - ETH,ETH,Altcoin,may/22,0.0,0.028669743820984417,450551.889636,Under $10 million,412607.884309,0
yvUSDT 0.4.3 - ETH,ETH,Other,may/22,0,0.0,0,Under $10 million,0,0
yvCurve-USDN 0.3.5 - ETH,ETH,Stable,may/22,0.009826418623311461,0.13254524722108818,12796200.608980343,Between $10 million and $50 million,12047945.877761072,0
yvCurve-USDK 0.3.5 - ETH,ETH,Stable,may/22,0.0,0.0,0,Under $10 million,0,0
yvCurve-triCrypto 0.4.2 - ETH,ETH,Other,may/22,0.0,0.031024253362695653,151941.385566,Under $10 million,0,0
yvCurve-pBTC 0.3.5 - ETH,ETH,BTC,may/22,0.0,0.042310786839533154,743069.811132,Under $10 million,12.2899021055,0
yvBalancer-BoostedAaveUSD 0.4.3 - ETH,ETH,Other,may/22,0,0.0,0,Under $10 million,0,0
yvCurve-cvxCRV 0.4.3 - ETH,ETH,Altcoin,may/22,0.0,0.15905816421899988,310125.255963,Under $10 million,159455.67568778,0
yvCurve-ibCHF 0.4.3 - ETH,ETH,Iron Bank,may/22,0.022164517439817732,0.06876399931199995,1083514.1411175558,Under $10 million,0,0
yvCOMP 0.4.3 - ETH,ETH,Altcoin,may/22,0.0,0.012181303453000059,39755.80118359,Under $10 million,632.1317733283,0
yUSD 0.3.5 - ETH,ETH,Stable,may/22,0.0,0.0009269785829999488,3265042.26904481,Under $10 million,2863190.21680094,0
yvCurve-ibKRW 0.4.3 - ETH,ETH,Iron Bank,may/22,0.07207784604019896,0.12258578028599998,226149.26764927,Under $10 million,0,0
yvCurve-ibJPY 0.4.3 - ETH,ETH,Iron Bank,may/22,0.03943278351049706,0.20642534739600005,403.7707667062,Under $10 million,0,0
yvCurve-ibGBP 0.4.3 - ETH,ETH,Iron Bank,may/22,0.10306063959828515,0.1407926946689999,135706.10354374,Under $10 million,0,0
yvCurve-3EUR 0.4.3 - ETH,ETH,Stable,may/22,0.001451254914603295,0.05251897816800022,945375.309348,Under $10 million,731338.018455,0
yvCurve-sUSD 0.3.5 - ETH,ETH,Stable,may/22,0.0022643087636886605,0.0836805236662086,1041084.6661828946,Under $10 million,983513.47736,0
yvCurve-rETHwstETH 0.4.3 - ETH,ETH,ETH,may/22,0.0,0.0009306717873134307,3608645.0424072,Under $10 million,1764.1211426639,0
yvCurve-ibBTC 0.4.3 - ETH,ETH,BTC,may/22,0.0,0.0,0,Under $10 million,0,0
yvUSDC 0.3.0 - ETH,ETH,Stable,may/22,-0.0006399609095102399,0.08921061340435754,38525193.50106014,Between $10 million and $50 million,37761811.339336,0
yvCurve-LUSD 0.3.5 - ETH,ETH,Stable,may/22,0.0007392997928650225,0.08637976617266307,4349029.775730831,Under $10 million,4279285.417540249,0
yvCurve-stETH-WETH 0.4.3 - ETH,ETH,ETH,may/22,0,0.0,104275616.72093722,Over $50 million,52127.1503156,0
lp-yCRV 0.4.3 - ETH,ETH,Other,may/22,0,0.0,0,Under $10 million,0,0
yvCurve-HBTC 0.3.3 - ETH,ETH,BTC,may/22,0.0030117856101639084,0.04773000674272443,1581131.8636047347,Under $10 million,49.4627678329,0
yvLINK 0.4.2 - ETH,ETH,Altcoin,may/22,0.0,0.014362590479999993,1469799.3243115754,Under $10 million,196171.825103,0
yvCurve-ibEUR 0.4.3 - ETH,ETH,Iron Bank,may/22,0.015828654383141627,0.0686758776830001,3778275.13676739,Under $10 million,0,0
yvCurve-CRVETH 0.4.3 - ETH,ETH,Altcoin,may/22,0.011241473815953862,0.05489283087390051,1021658.3478682676,Under $10 million,9399.15866489,0
yvCurve-ibGBP-USDC 0.4.3 - ETH,ETH,Other,may/22,0,0.0,0,Under $10 million,0,0
yvCurve-BUSD 0.3.5 - ETH,ETH,Stable,may/22,0.004195376393993033,0.061332560201824426,916071.739627,Under $10 million,851616.491432,0
yvCurve-USDM 0.4.3 - ETH,ETH,Stable,may/22,0.1579578377545383,2.0,0,Under $10 million,0,0
yvSUSHI 0.4.3 - ETH,ETH,Altcoin,may/22,0.0009115699881527828,0.07735349058670238,527187.538105,Under $10 million,168428.245384,0
yvCurve-renBTC 0.3.5 - ETH,ETH,BTC,may/22,0.0,0.049828343972677214,22522.83883489,Under $10 million,0.697162495666,0
yvCurve-alETH 0.4.3 - ETH,ETH,ETH,may/22,0.0,0.04516188541600008,2818.8677472631,Under $10 million,1.411756326681,0
yvCurve-YFIETH 0.4.3 - ETH,ETH,Altcoin,may/22,0.0,6.230741714130517e-06,1481731.0856782077,Under $10 million,34.338469326656,0
yvUSDT 0.3.5 - ETH,ETH,Stable,may/22,0.0009651488835047406,0.04880832586902106,48310998.1982059,Between $10 million and $50 million,17003992.122521,0
yvCurve-EURSUSDC 0.4.3 - ETH,ETH,Stable,may/22,0.0,0.023476820363999895,27071.01180506,Under $10 million,13020.76485715,0
yvCurve-Pax 0.3.5 - ETH,ETH,Stable,may/22,0.0,0.0,0,Under $10 million,0,0
yvCurve-sBTC 0.3.5 - ETH,ETH,BTC,may/22,0.0,0.02101171072746366,1250775.9965694428,Under $10 million,39.0034060268,0
yvCurve-3pool 0.3.5 - ETH,ETH,Other,may/22,0.0,0.03405261595522413,2877971.54425036,Under $10 million,2795613.234097537,0
yvRAI 0.4.2 - ETH,ETH,Altcoin,may/22,0.0,0.0020643676906213493,11593.55058435,Under $10 million,3865.2964015446,0
yvCurve-EURN 0.4.3 - ETH,ETH,Stable,may/22,0.0,0.0010730934670000192,20658.131624,Under $10 million,18297.38413941,0
yvCurve-mUSD 0.3.5 - ETH,ETH,Stable,may/22,0.0024754136072673294,0.08056948389330065,678537.165086,Under $10 million,667092.457267,0
yvCurve-yBUSD 0.3.5 - ETH,ETH,Stable,may/22,0.0,0.04539632484654854,102428.47348838,Under $10 million,90224.85198673,0
yvCurve-BBTC 0.3.5 - ETH,ETH,BTC,may/22,0.0,0.020556700765344438,508511.780966,Under $10 million,15.827134536119,0
yvCurve-sETH 0.3.2 - ETH,ETH,ETH,may/22,0.0,0.057325665052890384,2012272.71003788,Under $10 million,1001.2777963042,0
yvCurve-ibJPY-USDC 0.4.3 - ETH,ETH,Other,may/22,0,0.0,0,Under $10 million,0,0
yvBOOST 0.3.5 - ETH,ETH,Altcoin,may/22,0.06886368840438406,0.7062850202585307,13184288.74206375,Between $10 million and $50 million,12992489.40429816,0
yvWBTC 0.3.5 - ETH,ETH,BTC,may/22,0.00013718812268814773,0.015019015683134906,11375447.142042974,Between $10 million and $50 million,266.16160028,0
yvCurve-alUSD 0.3.5 - ETH,ETH,Stable,may/22,0.00012553611674559484,0.0850267268040723,6794199.23677182,Under $10 million,6143718.57124276,0
yvCurve-FRAX 0.3.5 - ETH,ETH,Stable,may/22,0.0007178105467040563,0.10756175937110402,6416139.70607598,Under $10 million,6263680.1698203,0
yv1INCH 0.3.2 - ETH,ETH,Altcoin,may/22,0.0,0.06733146603669837,472044.637185,Under $10 million,0,0
yvCurve-EURTUSD 0.4.3 - ETH,ETH,Stable,may/22,0.0,0.016799230661999953,117838.9689744,Under $10 million,55865.40397338,0
yvDAI 0.2.2 - ETH,ETH,Stable,may/22,0.0,0.012515104769184271,2.0987475100000003e-10,Under $10 million,2.09874751e-10,0
yvCurve-rETH 0.3.5 - ETH,ETH,ETH,may/22,0.0,0.04698936394820685,1358938.1922167174,Under $10 million,673.4336080754,0
yvCurve-RSV 0.3.5 - ETH,ETH,Other,may/22,0.0,0.11562140646000008,18273.9900521,Under $10 million,17763.50540353,0
yvCurve-USDP 0.3.5 - ETH,ETH,Stable,may/22,0.00349927660335414,0.10907403187523212,2723631.5702901366,Under $10 million,2532906.48694714,0
yvCurve-Compound 0.3.5 - ETH,ETH,Altcoin,may/22,0.0,0.02699585995510545,9015727.02718771,Under $10 million,8125465.74834679,0
yvYFI 0.3.2 - ETH,ETH,Altcoin,may/22,0.03907283153129093,0.04165625450808563,1504827.5942141262,Under $10 million,0,0
yvCurve-3Crypto 0.4.3 - ETH,ETH,Other,may/22,0.005077347929949738,0.09186620749751717,4202731.16487785,Under $10 million,3471.67865214,0
yvCurve-ibEUR-USDC 0.4.3 - ETH,ETH,Other,may/22,0,0.0,0,Under $10 million,0,0
yvSNX 0.3.5 - ETH,ETH,Altcoin,may/22,0.002817779335054116,0.08723147883145788,2240039.58878008,Under $10 million,665571.856483,0
yvCurve-OUSD 0.4.3 - ETH,ETH,Stable,may/22,0.0017854463076647509,0.058642543589999985,52265.94681242,Under $10 million,52090.57099857,0
yvCurve-ibKRW-USDC 0.4.3 - ETH,ETH,Other,may/22,0,0.0,0,Under $10 million,0,0
yvUNI 0.3.5 - ETH,ETH,Altcoin,may/22,0.0,0.00577853742400003,941602.412388,Under $10 million,166848.9758327,0
yvTUSD 0.4.3 - ETH,ETH,Stable,may/22,0.0,0.05529759482699981,14423.64675547,Under $10 million,14419.33104969,0
yvWETH 0.4.2 - ETH,ETH,ETH,may/22,0.0004753385222016071,0.012885604861795352,144509399.40771362,Over $50 million,37751.98954975118,0
yvUSDC 0.4.3 - ETH,ETH,Stable,may/22,0.000852441827004613,0.015308218584532796,211166932.98420337,Over $50 million,45226802.363856,0
yvsUSD 0.3.3 - ETH,ETH,Stable,may/22,0.0,0.04101578558680874,61428.3307353,Under $10 million,0,0
yvWETH 0.3.2 - ETH,ETH,ETH,may/22,0.0007250664300864074,0.03605005949892881,1038181.9967999425,Under $10 million,0,0
yvKP3RETH-f 0.4.3 - ETH,ETH,Other,may/22,0,0.0,0,Under $10 million,0,0
yvCurve-sAave 0.3.5 - ETH,ETH,Altcoin,may/22,0.0,0.06025709782882105,462718.852309,Under $10 million,434377.628358,0
yvCurve-USDP 0.4.3 - ETH,ETH,Stable,may/22,0.0,0.0,0,Under $10 million,0,0
yvWBTC 0.3.1 - ETH,ETH,BTC,may/22,0.0,0.002934090685140278,1911.0713472928,Under $10 million,0,0
yvCurve-DOLA 0.4.3 - ETH,ETH,Stable,may/22,0.0031563357219264176,0.009184139328999974,12916957.685433075,Between $10 million and $50 million,12844439.0594183,0
yvCurve-MIMUST 0.4.3 - ETH,ETH,Stable,may/22,0.0,0.06905185286186555,64383.058815,Under $10 million,63766.39401388,0
yvAAVE 0.4.3 - ETH,ETH,Altcoin,may/22,0.0038960913554513255,0.03553118520399989,1580742.1002122562,Under $10 million,13539.31106424,0
yvDAI 0.4.3 - ETH,ETH,Stable,may/22,0.001125512847170107,0.02611364297253549,149491883.496399,Over $50 million,85952363.53930637,0
yvCurve-stETH 0.3.0 - ETH,ETH,ETH,may/22,0.0008403617882215553,0.06729722005512406,205415970.38980672,Over $50 million,98900.71327085,0
yvYFI 0.4.3 - ETH,ETH,Altcoin,may/22,0.0,0.010741765010319648,6124102.2970905,Under $10 million,224.4361395377,0
yvHEGIC 0.3.0 - ETH,ETH,Altcoin,may/22,0.0,0.008777602404040019,2942.98881107,Under $10 million,0,0
yvUSDC 0.2.2 - ETH,ETH,Stable,may/22,0.0,0.011919154791057096,28.060150749831,Under $10 million,0,0
yvCurve-oBTC 0.3.5 - ETH,ETH,BTC,may/22,0.0,0.056284130558708956,189114.119519,Under $10 million,5.932162765217,0
yvCurve-LINK 0.3.5 - ETH,ETH,Altcoin,may/22,0.0,0.01531960468948279,667265.37228,Under $10 million,88833.82695961,0
yvCurve-TUSD 0.3.5 - ETH,ETH,Stable,may/22,0.0,0.15647636026212108,7057.37758938,Under $10 million,6412.70987881,0
yvAVAX 0.4.3 - FTM,FTM,Altcoin,may/22,0.0,0.0,0.46012734271,Under $10 million,0,0
yvCRV 0.4.3 - FTM,FTM,Altcoin,may/22,0.0007366276748586031,0.03298123407536857,458493.381842,Under $10 million,1.106e-10,0
yvMIM 0.4.3 - FTM,FTM,Stable,may/22,0.002458756865472811,0.04892468780177661,790655.302944,Under $10 million,535513.695668,0
yvWFTM 0.4.3 - FTM,FTM,Altcoin,may/22,0.006222563314729257,0.04252116565345765,19889483.284987565,Between $10 million and $50 million,11208026.027928216,0
yvBOO 0.4.3 - FTM,FTM,Altcoin,may/22,0.053549620126066566,0.21473795814697993,859643.242442,Under $10 million,196406.30338899998,0
yvUSDT 0.4.3 - FTM,FTM,Stable,may/22,0.0014141618488596741,0.019040961061086215,654610.063149,Under $10 million,285214.01998,0
yvDOLA 0.4.3 - FTM,FTM,Stable,may/22,0.002283837086838103,0.022790281435392412,79990.41750267,Under $10 million,2.087e-10,0
yvfBEETS 0.4.3 - FTM,FTM,Altcoin,may/22,0.053134904417055706,0.0782796966270154,174758.12502048,Under $10 million,1226699.7988423,0
yvYFI 0.4.3 - FTM,FTM,Altcoin,may/22,0.0002567767466978843,0.03565645567611675,1922432.68892205,Under $10 million,22.944841270751,0
yvFRAX 0.4.3 - FTM,FTM,Stable,may/22,0.006255204385947399,0.01920637954978721,220158.199997,Under $10 million,0,0
yvDAI 0.4.3 - FTM,FTM,Stable,may/22,0.002229139289625648,0.0591001970729943,17975967.987913325,Between $10 million and $50 million,1941.310744495131,0
yvCurve-MIM 0.4.3 - FTM,FTM,Stable,may/22,0.005267358990464821,0.005267358990464821,9559.60976758,Under $10 million,9155.04305539,0
yvCurve-Tricrypto 0.4.3 - FTM,FTM,Other,may/22,0.0003595829260925054,0.024280365394388825,555575.34835,Under $10 million,456.4428653367,0
yvWETH 0.4.3 - FTM,FTM,ETH,may/22,0.00019011810969926657,0.0009335214140915316,2795696.85103543,Under $10 million,246.5796596644,0
yvSPELL 0.4.3 - FTM,FTM,Altcoin,may/22,0.0037538673268699974,0.04525816428316798,147598.42488519,Under $10 million,4e-10,0
yvUSDC 0.4.3 - FTM,FTM,Stable,may/22,0.0003313401701456886,0.03360613878527463,6540673.671544,Under $10 million,1338564.996801,0
yvCurve-Geist 0.4.3 - FTM,FTM,Altcoin,may/22,0.0002586094203316236,0.0074767066217229505,6323646.1739749,Under $10 million,6205931.48786289,0
yvWBTC 0.4.3 - FTM,FTM,BTC,may/22,4.6646932887028925e-05,0.0002771671426100575,2172696.4584150147,Under $10 million,17.63923157,0
yvLINK 0.4.3 - FTM,FTM,Altcoin,may/22,0.0007967437039824166,0.0050762331413880535,235916.585874,Under $10 million,3155.02025542,0
yvCurve-UST 0.4.3 - ETH,ETH,Stable,jun/22,0.0,0.0,0,Under $10 million,0,0
yvCurve-HUSD 0.3.5 - ETH,ETH,Stable,jun/22,0.0,0.020796074047292334,9038.25540269,Under $10 million,0,0
yvCurve-EURT 0.4.3 - ETH,ETH,Stable,jun/22,0.0,0.10561117811199994,20483.52045656,Under $10 million,19454.75971237,0
yvCurve-ibAUD-USDC 0.4.3 - ETH,ETH,Other,jun/22,0.0,0.0,489.618763328,Under $10 million,0,0
yvCurve-ankrETH 0.3.5 - ETH,ETH,ETH,jun/22,0.0,0.03742721478250011,96212.50238143,Under $10 million,83.9027343492,0
yvCurve-CVXETH 0.4.3 - ETH,ETH,Altcoin,jun/22,0.014676634386173948,0.05512274796500005,247273.34626959,Under $10 million,1739.78575104,0
yvCurve-d3pool 0.4.3 - ETH,ETH,Other,jun/22,0.002749609209668602,0.0201099812829999,60095.55120913,Under $10 million,59962.88357238,0
yvDAI 0.3.0 - ETH,ETH,Stable,jun/22,0.00033991262968968705,0.09365003812927553,1880248.0842924372,Under $10 million,1878921.453011324,0
yvCurve-UST 0.3.5 - ETH,ETH,Stable,jun/22,0.0,0.06395508476198475,60269.55745747,Under $10 million,0,0
yvCurve-ibAUD 0.4.3 - ETH,ETH,Iron Bank,jun/22,0.0,0.00914849930299999,3615.11962787,Under $10 million,0,0
yvCurve-tBTC 0.3.5 - ETH,ETH,BTC,jun/22,0.0,0.05952662705353862,79064.76895075,Under $10 million,3.9024094928,0
yvCurve-EURS 0.3.5 - ETH,ETH,Stable,jun/22,0.0,0.09770065127146599,1808351.91209398,Under $10 million,1724181.743867814,0
st-yCRV 0.4.3 - ETH,ETH,Other,jun/22,0,0.0,0,Under $10 million,0,0
yvCurve-IronBank 0.3.2 - ETH,ETH,Altcoin,jun/22,0.00278188811730562,0.09822858340214591,9447368.495548647,Under $10 million,8944024.6318228,0
yvCurve-USDT 0.3.5 - ETH,ETH,Stable,jun/22,0.0,0.0,0,Under $10 million,0,0
yvCurve-RAI 0.4.3 - ETH,ETH,Other,jun/22,0.00041510198279359756,0.015091635264000036,688575.831247,Under $10 million,689650.474563,0
yvCurve-MIM 0.4.3 - ETH,ETH,Stable,jun/22,0.001079643282132503,0.1016303104957017,617114.932924,Under $10 million,610361.668316,0
yvCurve-GUSD 0.3.5 - ETH,ETH,Stable,jun/22,0.0014502490128212031,0.0700530181731116,567523.747755,Under $10 million,549159.655045,0
yvCurve-ibCHF-USDC 0.4.3 - ETH,ETH,Other,jun/22,0.0,0.0,500.5610520611,Under $10 million,0,0
yvCurve-DUSD 0.3.5 - ETH,ETH,Stable,jun/22,0.002660366065497355,0.07730891958804609,207303.992048,Under $10 million,158595.94675367,0
yvCurve-STG-USDC 0.4.3 - ETH,ETH,Other,jun/22,0,0.0,421.3499552032,Under $10 million,0,0
yvLUSD 0.4.3 - ETH,ETH,Stable,jun/22,0.0016862000213966333,0.03831704950146975,1027867.2011174082,Under $10 million,277423.20495539,0
yvCurve-Aave 0.3.5 - ETH,ETH,Altcoin,jun/22,0.0,0.028669743820984417,441106.291326,Under $10 million,403148.150655,0
