"Time","yvCurve-UST 0.4.3","yvCurve-HUSD 0.3.5","yvCurve-EURT 0.4.3","yvCurve-ankrETH 0.3.5","yvCurve-CVXETH 0.4.3","yvCurve-d3pool 0.4.3","yvDAI 0.3.0","yvCurve-UST 0.3.5","yvCurve-ibAUD 0.4.3","yvCurve-tBTC 0.3.5","yvCurve-EURS 0.3.5","yvCurve-IronBank 0.3.2","yvCurve-USDT 0.3.5","yvCurve-RAI 0.4.3","yvCurve-MIM 0.4.3","yvCurve-GUSD 0.3.5","yvCurve-DUSD 0.3.5","yvLUSD 0.4.3","yvCurve-Aave 0.3.5","yvCurve-USDN 0.3.5","yvCurve-USDK 0.3.5","yvCurve-triCrypto 0.4.2","yvCurve-pBTC 0.3.5","yvCurve-cvxCRV 0.4.3","yvCurve-ibCHF 0.4.3","yvCOMP 0.4.3","yUSD 0.3.5","yvCurve-ibKRW 0.4.3","yvCurve-ibJPY 0.4.3","yvCurve-ibGBP 0.4.3","yvCurve-3EUR 0.4.3","yvCurve-sUSD 0.3.5","yvCurve-rETHwstETH 0.4.3","yvCurve-ibBTC 0.4.3","yvUSDC 0.3.0","yvCurve-LUSD 0.3.5","yvCurve-HBTC 0.3.3","yvLINK 0.4.2","yvCurve-ibEUR 0.4.3","yvCurve-CRVETH 0.4.3","yvCurve-BUSD 0.3.5","yvCurve-USDM 0.4.3","yvSUSHI 0.4.3","yvCurve-renBTC 0.3.5","yvCurve-alETH 0.4.3","yvCurve-YFIETH 0.4.3","yvYFIETH-f 0.4.3","yvUSDT 0.3.5","yvCurve-EURSUSDC 0.4.3","yvCurve-Pax 0.3.5","yvCurve-sBTC 0.3.5","yvCurve-3pool 0.3.5","yvRAI 0.4.2","yvCurve-EURN 0.4.3","yvCurve-mUSD 0.3.5","yvCurve-yBUSD 0.3.5","yvCurve-BBTC 0.3.5","yvCurve-sETH 0.3.2","yvBOOST 0.3.5","yvWBTC 0.3.5","yvCurve-alUSD 0.3.5","yvCurve-FRAX 0.3.5","yv1INCH 0.3.2","yvCurve-EURTUSD 0.4.3","yvDAI 0.2.2","yvCurve-rETH 0.3.5","yvCurve-RSV 0.3.5","yvCurve-USDP 0.3.5","yvCurve-Compound 0.3.5","yvYFI 0.3.2","yvCurve-3Crypto 0.4.3","yvSNX 0.3.5","yvCurve-OUSD 0.4.3","yvUNI 0.3.5","yvTUSD 0.4.3","yvWETH 0.4.2","yvUSDC 0.4.3","yvsUSD 0.3.3","yvWETH 0.3.2","yvCurve-sAave 0.3.5","yvCurve-USDP 0.4.3","yvWBTC 0.3.1","yvCurve-DOLA 0.4.3","yvCurve-MIMUST 0.4.3","yvAAVE 0.4.3","yvDAI 0.4.3","yvCurve-stETH 0.3.0","yvYFI 0.4.3","yvHEGIC 0.3.0","yvUSDC 0.2.2","yvCurve-oBTC 0.3.5","yvCurve-LINK 0.3.5","yvCurve-TUSD 0.3.5"
1640988000000,1,1.019323587434,1.105611178112,1.038410401488,undefined,1.010915396826,1.084750123794,1.064649056065,1,1.055575157189,1.087318171925,1.100808519307,1,1,1.064519410988,1.042496575564,1.075715924583,1.017101846821,1.027815489614,1.089887396302,1,1.037889609364,1.044813611982,1.088099126388,1.020779183293,1.012181303453,1.000926978583,1.00699986053,1.018948137954,1,1,1.073139906318,undefined,1,1.092364,1.078930666502,1.034984997683,1.013032528424,1.03034320959,1,1.047374678151,2.590767903793,1.046418032563,1.020833378388,1.004459727904,undefined,undefined,1.040276,1.000065125186,1,1.021625897404,1.033843666548,1.003001851527,1,1.055811233939,1.03754315162,1.020753067207,1.920177990391,1.24399451708,1.01744299,1.075559493274,1.091331299947,1.069476930855,1.000002250546,1.019174760918,1.048117699326,1.11562140646,1.088028025253,1.027094077237,1.022958460484,1.061212616235,1.077615766765,1.000161663949,1.004140408165,1.051106154915,1.008238697128,1.006564,1.040985753098,1.032504987622,1.056499018108,1,1.00298599,1,1.022365524288,1.0141529384,1.02007774665,1.076647974592,1.010584204353,1.010986108178,1.018613,1.064809822787,1.015764501718,1.159352215129
1640995200000,1,1.019323587434,1.105611178112,1.038410401488,undefined,1.010915396826,1.084750123794,1.064649056065,1,1.055575157189,1.087318171925,1.100808519307,1,1,1.064519410988,1.042496575564,1.075715924583,1.017101846821,1.027815489614,1.089887396302,1,1.037889609364,1.044813611982,1.088099126388,1.020779183293,1.012181303453,1.000926978583,1.00699986053,1.018948137954,1,1,1.073139906318,undefined,1,1.092364,1.078930666502,1.034984997683,1.013032528424,1.03034320959,1,1.047374678151,2.590767903793,1.046418032563,1.020833378388,1.004459727904,undefined,undefined,1.040673,1.000065125186,1,1.021625897404,1.033843666548,1.003001851527,1,1.055811233939,1.03754315162,1.020753067207,1.920177990391,1.24399451708,1.01752946,1.075559493274,1.091331299947,1.069476930855,1.000002250546,1.019174760918,1.048117699326,1.11562140646,1.088028025253,1.027094077237,1.022958460484,1.061212616235,1.077615766765,1.000161663949,1.004140408165,1.051106154915,1.008274452549,1.006564,1.040985753098,1.032504987622,1.056499018108,1,1.00298599,1,1.022365524288,1.0141529384,1.020139134241,1.076647974592,1.010584204353,1.010986108178,1.018613,1.064809822787,1.015764501718,1.159352215129
1641002400000,1,1.019323587434,1.105611178112,1.038410401488,undefined,1.010915396826,1.084750123794,1.064649056065,1,1.055575157189,1.087318171925,1.100711274373,1,1,1.064519410988,1.042496575564,1.075715924583,1.017101846821,1.027815489614,1.09022230428,1,1.037889609364,1.044813611982,1.088099126388,1.020779183293,1.012181303453,1.000926978583,1.00699986053,1.018948137954,1,1,1.073139906318,undefined,1,1.092364,1.078930666502,1.034984997683,1.013032528424,1.03034320959,1,1.047374678151,2.590767903793,1.046418032563,1.020833378388,1.004459727904,undefined,undefined,1.040827,1.000065125186,1,1.021625897404,1.033843666548,1.003001851527,1,1.055811233939,1.03754315162,1.020753067207,1.920177990391,1.24399451708,1.01765984,1.075559493274,1.091331299947,1.069476930855,1.000002250546,1.019174760918,1.048117699326,1.11562140646,1.088028025253,1.027094077237,1.022958460484,1.061212616235,1.077615766765,1.000161663949,1.004140408165,1.051106154915,1.008288326635,1.006585,1.040985753098,1.032504987622,1.056499018108,1,1.00298599,1,1.022365524288,1.015399623971,1.020162954384,1.076647974592,1.010584204353,1.010986108178,1.018613,1.064809822787,1.015764501718,1.159352215129
1641009600000,1,1.019323587434,1.105611178112,1.038410401488,undefined,1.010915396826,1.084750123794,1.064649056065,1,1.055575157189,1.087318171925,1.101236692328,1,1,1.064519410988,1.042496575564,1.075715924583,1.017101846821,1.027815489614,1.091011089181,1,1.037889609364,1.044813611982,1.088099126388,1.020779183293,1.012181303453,1.000926978583,1.00699986053,1.018948137954,1,1,1.073139906318,undefined,1,1.092364,1.078930666502,1.034984997683,1.013032528424,1.03034320959,1,1.047374678151,2.590767903793,1.046418032563,1.020833378388,1.004459727904,undefined,undefined,1.040827,1.000065125186,1,1.021625897404,1.033843666548,1.003001851527,1,1.055811233939,1.03754315162,1.020753067207,1.920177990391,1.24399451708,1.01778992,1.075559493274,1.091331299947,1.069476930855,1.000002250546,1.019174760918,1.048117699326,1.11562140646,1.088028025253,1.027094077237,1.022958460484,1.061212616235,1.077615766765,1.000161663949,1.004140408165,1.051106154915,1.008288326635,1.006613,1.040985753098,1.032504987622,1.056499018108,1,1.00298599,1,1.022365524288,1.015399623971,1.020162954384,1.076647974592,1.010584204353,1.010986108178,1.018613,1.064809822787,1.015764501718,1.159352215129
1641016800000,1,1.019323587434,1.105611178112,1.038410401488,undefined,1.010915396826,1.084750123794,1.064649056065,1,1.055575157189,1.087318171925,1.101236692328,1,1,1.064519410988,1.042496575564,1.075715924583,1.017101846821,1.027815489614,1.091374448635,1,1.037889609364,1.044813611982,1.088099126388,1.020779183293,1.012181303453,1.000926978583,1.00699986053,1.018948137954,1,1,1.073139906318,undefined,1,1.092364,1.078930666502,1.034984997683,1.013032528424,1.03034320959,1,1.047374678151,2.590767903793,1.046418032563,1.020833378388,1.004459727904,undefined,undefined,1.040827,1.000065125186,1,1.021625897404,1.033843666548,1.003001851527,1,1.055811233939,1.03754315162,1.020753067207,1.920177990391,1.24399451708,1.01783536,1.075559493274,1.091331299947,1.069476930855,1.000002250546,1.019174760918,1.048117699326,1.11562140646,1.088028025253,1.027094077237,1.022958460484,1.061212616235,1.077615766765,1.000161663949,1.004140408165,1.051106154915,1.008288326635,1.006641,1.040985753098,1.032504987622,1.056499018108,1,1.00298599,1,1.022365524288,1.015399623971,1.020162954384,1.076647974592,1.010584204353,1.010986108178,1.018613,1.064809822787,1.015764501718,1.159352215129
1641024000000,1,1.019323587434,1.105611178112,1.038410401488,undefined,1.010915396826,1.084750123794,1.064649056065,1,1.055575157189,1.087318171925,1.101236692328,1,1,1.064519410988,1.042496575564,1.075715924583,1.017101846821,1.027815489614,1.091374448635,1,1.037889609364,1.044813611982,1.088099126388,1.020779183293,1.012181303453,1.000926978583,1.00699986053,1.018948137954,1,1,1.073139906318,undefined,1,1.092364,1.078930666502,1.034984997683,1.013032528424,1.03034320959,1,1.047374678151,2.590767903793,1.046418032563,1.020833378388,1.004459727904,undefined,undefined,1.040827,1.000065125186,1,1.021625897404,1.033843666548,1.003001851527,1,1.055811233939,1.03754315162,1.020753067207,1.920177990391,1.24399451708,1.01783536,1.075559493274,1.091331299947,1.069476930855,1.000002250546,1.019174760918,1.048117699326,1.11562140646,1.088028025253,1.027094077237,1.022958460484,1.061212616235,1.077615766765,1.000161663949,1.004140408165,1.051106154915,1.008288326635,1.006647,1.040985753098,1.032504987622,1.056499018108,1,1.00298599,1,1.022365524288,1.015399623971,1.020162954384,1.076647974592,1.010584204353,1.010986108178,1.018613,1.064809822787,1.015764501718,1.159352215129
1641031200000,1,1.019323587434,1.105611178112,1.038410401488,undefined,1.010915396826,1.084750123794,1.064649056065,1,1.055575157189,1.087318171925,1.101236692328,1,1,1.064519410988,1.042496575564,1.075715924583,1.017101846821,1.027815489614,1.091374448635,1,1.037889609364,1.044813611982,1.088099126388,1.020779183293,1.012181303453,1.000926978583,1.00699986053,1.018948137954,1,1,1.073139906318,undefined,1,1.092364,1.078930666502,1.034984997683,1.013032528424,1.03034320959,1,1.047374678151,2.590767903793,1.046418032563,1.020833378388,1.004459727904,undefined,undefined,1.040827,1.000065125186,1,1.021625897404,1.033843666548,1.003001851527,1,1.055811233939,1.03754315162,1.020753067207,1.920177990391,1.24399451708,1.01783536,1.075559493274,1.091331299947,1.069476930855,1.000002250546,1.019174760918,1.048117699326,1.11562140646,1.088028025253,1.027094077237,1.022958460484,1.061212616235,1.077615766765,1.000161663949,1.004140408165,1.051106154915,1.008288326635,1.006647,1.040985753098,1.032504987622,1.056499018108,1,1.00298599,1,1.022365524288,1.015399623971,1.020162954384,1.076670075193,1.010584204353,1.010986108178,1.018613,1.064809822787,1.015764501718,1.159352215129
1641038400000,1,1.019323587434,1.105611178112,1.038410401488,undefined,1.010915396826,1.084750123794,1.064649056065,1,1.055575157189,1.087318171925,1.101236692328,1,1,1.064519410988,1.042496575564,1.075715924583,1.017101846821,1.027815489614,1.091374448635,1,1.037889609364,1.044813611982,1.088099126388,1.020779183293,1.012181303453,1.000926978583,1.00699986053,1.018948137954,1,1,1.073139906318,undefined,1,1.092364,1.078930666502,1.034984997683,1.013032528424,1.03034320959,1,1.047374678151,2.590767903793,1.046418032563,1.020833378388,1.004459727904,undefined,undefined,1.040827,1.000065125186,1,1.021625897404,1.033843666548,1.003001851527,1,1.055811233939,1.03754315162,1.020753067207,1.920177990391,1.24399451708,1.01783536,1.075559493274,1.091331299947,1.069476930855,1.000002250546,1.019174760918,1.048117699326,1.11562140646,1.088028025253,1.027094077237,1.022958460484,1.061212616235,1.077615766765,1.000161663949,1.004140408165,1.051106154915,1.008288326635,1.006647,1.040985753098,1.032504987622,1.056499018108,1,1.00298599,1,1.022365524288,1.015399623971,1.020162954384,1.076670075193,1.010584204353,1.010986108178,1.018613,1.064809822787,1.015764501718,1.159352215129
1641045600000,1,1.019323587434,1.105611178112,1.038410401488,undefined,1.010915396826,1.084750123794,1.064649056065,1,1.055575157189,1.087318171925,1.101236692328,1,1,1.064519410988,1.042496575564,1.075715924583,1.017101846821,1.027815489614,1.091374448635,1,1.037889609364,1.044813611982,1.088099126388,1.020779183293,1.012181303453,1.000926978583,1.00699986053,1.018948137954,1,1,1.073139906318,undefined,1,1.092364,1.078930666502,1.034984997683,1.013032528424,1.03034320959,1,1.047374678151,2.590767903793,1.046418032563,1.020833378388,1.004459727904,undefined,undefined,1.040827,1.000065125186,1,1.021625897404,1.033843666548,1.003001851527,1,1.055811233939,1.03754315162,1.020753067207,1.920177990391,1.24399451708,1.01783536,1.075559493274,1.091331299947,1.069476930855,1.000002250546,1.019174760918,1.048117699326,1.11562140646,1.088028025253,1.027094077237,1.022958460484,1.061212616235,1.077615766765,1.000161663949,1.004140408165,1.051106154915,1.008288326635,1.006647,1.040985753098,1.032504987622,1.056499018108,1,1.00298599,1,1.022365524288,1.015399623971,1.020162954384,1.076670075193,1.010584204353,1.010986108178,1.018613,1.064809822787,1.015764501718,1.159352215129
1641052800000,1,1.019323587434,1.105611178112,1.038410401488,undefined,1.010915396826,1.084750123794,1.064649056065,1,1.055575157189,1.087318171925,1.101236692328,1,1,1.064519410988,1.042496575564,1.075715924583,1.017101846821,1.027815489614,1.091374448635,1,1.037889609364,1.044813611982,1.088099126388,1.020779183293,1.012181303453,1.000926978583,1.00699986053,1.018948137954,1,1,1.073139906318,undefined,1,1.092364,1.078930666502,1.034984997683,1.013032528424,1.03034320959,1,1.047374678151,2.590767903793,1.046418032563,1.020833378388,1.004459727904,undefined,undefined,1.040827,1.000065125186,1,1.021625897404,1.033843666548,1.003001851527,1,1.055811233939,1.03754315162,1.020753067207,1.920177990391,1.24399451708,1.01783536,1.075559493274,1.091331299947,1.069476930855,1.000002250546,1.019174760918,1.048117699326,1.11562140646,1.088028025253,1.027094077237,1.022958460484,1.061212616235,1.077615766765,1.000161663949,1.004140408165,1.051106154915,1.008288326635,1.006647,1.040985753098,1.032504987622,1.056499018108,1,1.00298599,1,1.022365524288,1.015399623971,1.020162954384,1.076670075193,1.010584204353,1.010986108178,1.018613,1.064809822787,1.015764501718,1.159352215129
