"Time","yUSD 0.3.5","yv1INCH 0.3.2","yvAAVE 0.4.3","yvBOOST 0.3.5","yvCOMP 0.4.3","yvCurve-3Crypto 0.4.3","yvCurve-3EUR 0.4.3","yvCurve-3pool 0.3.5","yvCurve-Aave 0.3.5","yvCurve-BBTC 0.3.5","yvCurve-BUSD 0.3.5","yvCurve-CRVETH 0.4.3","yvCurve-CVXETH 0.4.3","yvCurve-Compound 0.3.5","yvCurve-DOLA 0.4.3","yvCurve-DUSD 0.3.5","yvCurve-EURN 0.4.3","yvCurve-EURS 0.3.5","yvCurve-EURSUSDC 0.4.3","yvCurve-EURT 0.4.3","yvCurve-EURTUSD 0.4.3","yvCurve-FRAX 0.3.5","yvCurve-GUSD 0.3.5","yvCurve-HBTC 0.3.3","yvCurve-HUSD 0.3.5","yvCurve-IronBank 0.3.2","yvCurve-LINK 0.3.5","yvCurve-LUSD 0.3.5","yvCurve-MIM 0.4.3","yvCurve-MIMUST 0.4.3","yvCurve-OUSD 0.4.3","yvCurve-RAI 0.4.3","yvCurve-RSV 0.3.5","yvCurve-TUSD 0.3.5","yvCurve-USDM 0.4.3","yvCurve-USDN 0.3.5","yvCurve-USDP 0.3.5","yvCurve-UST 0.3.5","yvCurve-YFIETH 0.4.3","yvCurve-alETH 0.4.3","yvCurve-alUSD 0.3.5","yvCurve-ankrETH 0.3.5","yvCurve-cvxCRV 0.4.3","yvCurve-d3pool 0.4.3","yvCurve-ibAUD 0.4.3","yvCurve-ibCHF 0.4.3","yvCurve-ibEUR 0.4.3","yvCurve-ibGBP 0.4.3","yvCurve-ibJPY 0.4.3","yvCurve-ibKRW 0.4.3","yvCurve-mUSD 0.3.5","yvCurve-oBTC 0.3.5","yvCurve-pBTC 0.3.5","yvCurve-rETH 0.3.5","yvCurve-rETHwstETH 0.4.3","yvCurve-renBTC 0.3.5","yvCurve-sAave 0.3.5","yvCurve-sBTC 0.3.5","yvCurve-sETH 0.3.2","yvCurve-sUSD 0.3.5","yvCurve-stETH 0.3.0","yvCurve-tBTC 0.3.5","yvCurve-triCrypto 0.4.2","yvCurve-yBUSD 0.3.5","yvDAI 0.3.0","yvDAI 0.4.3","yvLINK 0.4.2","yvLUSD 0.4.3","yvRAI 0.4.2","yvSNX 0.3.5","yvSUSHI 0.4.3","yvTUSD 0.4.3","yvUNI 0.3.5","yvUSDC 0.3.0","yvUSDC 0.4.3","yvUSDT 0.3.5","yvWBTC 0.3.5","yvWETH 0.3.2","yvWETH 0.4.2","yvYFI 0.3.2","yvYFI 0.4.3","yvYFIETH-f 0.4.3","yvsUSD 0.3.3"
1640991600000,0.7609838670439134,0,0.7994043060882899,0.9965043937947932,0,0.9613752302726098,undefined,0.9999998177920133,1,1,0.9970071309479152,undefined,undefined,0.9943494437576244,undefined,1,0.4636054773140348,0.9940522674075578,0.9999103687471348,1,0.97826835108541,0.9156924769574692,1,0.99849693878849,0.9855867081138847,0.9794412328040607,1,0.9936444892140487,0.9876474473174114,0.8985830090562553,0.9997793807923786,undefined,1,0.8782286388428744,0,0.9998042483752031,0.9895009992977658,1,undefined,1,1,1,0.45244211772643544,1,1,0.961111923466198,0.9519378679719549,1,1,0.9872213776996165,1,0.9800048466040623,1,1,undefined,1,0.9876686887529713,1,1,1,0.9920827944185585,1,1,0.9919294111002738,1,0.9899999750178065,1,0.9326915402055906,1,0.9647321817897833,1,1,0.5486070377969046,0.8768811378684271,0.913488523271738,0.9971224828186112,0.8802313377622474,0.7528803120370581,0.5915342776017043,1,0.2400516146460733,undefined,0
1640995200000,0.7609838670439134,0,0.7994043060882899,0.9965101717992341,0,0.9613752302726098,undefined,1,1,1,0.9970071309479152,undefined,undefined,0.9943494437576244,undefined,1,0.4636054773140348,0.9940522674075578,1,1,0.97826835108541,0.915692476957469,1,0.99849693878849,0.9855867081138847,0.9794412328040607,1,0.9841927461996955,0.9876474473174114,0.8985830090562555,0.9997793807923786,undefined,1,0.8782286388428744,0,0.9998042483752031,0.9895009992977658,1,undefined,1,1,1,0.45244211772643544,1,1,0.961111923466198,0.9519378679719549,1,1,0.9872213776996165,1,0.9800048466040623,1,1,undefined,1,0.9876686887529713,1,1,1,0.9920827944185585,1,1,0.9919294111002738,1,0.9900103155149282,1,0.9326915402055906,1,0.965141588010776,1,1,0.5486070377969046,0.8770626229962363,0.913488523271738,0.9971224828186112,0.8802313377622474,0.7528803120370581,0.5915342776017043,1,0.23993199550522135,undefined,0
1640998800000,0.7609838670439134,0,0.7135170677293634,0.9965631678078738,0,0.9613752302726098,undefined,1,1,1,0.9970071309479152,undefined,undefined,0.9943494437576244,undefined,1,0.4636054773140348,0.9940522674075578,1,1,0.97826835108541,0.8838729842687013,1,0.99849693878849,0.9855867081138847,0.9794412328040607,1,0.9841927461996955,0.9876474473174114,0.9339200105096911,0.9997793807923786,undefined,1,0.8782286388428744,0,0.9998042483752031,0.9895009992977658,1,undefined,1,1,1,0.45244211772643544,1,1,0.961111923466198,0.9519378679719549,1,1,0.9872213776996165,1,0.9800048466040623,1,1,undefined,1,0.9876686887529713,1,1,1,0.9920827944185585,1,1,0.9919294111002738,1,0.9900106237203323,1,0.9326915402055906,1,0.9656706306662175,1,1,0.5486070377969046,0.8787208819306439,0.9973576162640992,0.9971223634892918,0.8802313377622474,0.8143379924162957,0.5915342776017043,1,0.23993199550522135,undefined,0
1641002400000,0.7609838670439134,0,0.7135170677293634,0.9965631678078738,0,0.9613752302726098,undefined,1,1,1,0.9970071309479152,undefined,undefined,0.9943494437576244,undefined,1,0.4636054773140348,0.9940522674075578,1,1,0.97826835108541,0.8838729842687013,1,0.99849693878849,0.9855867081138847,0.9981475741410377,1,0.9841927461996955,0.9876474473174114,0.9339200105096911,0.9997793807923786,undefined,1,0.8782286388428744,0,0.9959898403378912,0.9895009992977658,1,undefined,1,1,1,0.45244211772643544,1,1,0.961111923466198,0.9497878858885925,1,1,0.9872213776996165,1,0.9800048466040623,1,1,undefined,1,0.9876686887529713,1,1,1,0.9920827944185585,1,1,0.9919294111002738,1,0.9900106237203323,1,0.9326915402055906,1,0.9656706306662175,1,1,0.5486070377969046,0.8800011852717768,0.9973576162640992,0.9971223634892918,0.8802313377622474,0.8143379924162957,0.5915843743383129,1,0.2396101332787225,undefined,0
1641006000000,0.7609838670439134,0,0.7135170677293634,0.9965631678078738,0,0.9613752302726098,undefined,1,1,1,0.9970071309479152,undefined,undefined,0.9943494437576244,undefined,1,0.4636054773140348,0.9940522674075578,1,1,0.97826835108541,0.8838729842687013,1,0.99849693878849,0.9855867081138847,0.9981475741410377,1,0.9841927461996955,0.9876474473174114,0.9339200105096911,0.9997793807923786,undefined,1,0.8782286388428744,0,0.9959898403378912,0.9895009992977658,1,undefined,1,1,1,0.45244211772643544,1,1,0.961111923466198,0.9497878858885925,1,1,0.9872213776996165,1,0.9800048466040623,1,1,undefined,1,0.9876686887529713,1,1,1,0.9921769707196822,1,1,0.9919294111002738,1,0.9900106237203323,1,0.9326915402055906,1,0.9656706306662175,1,1,0.5486070377969046,0.8799967444521022,0.9973547236774967,0.9969969747794228,0.8802313377622474,0.8143379924162957,0.591575905865312,1,0.23981587700659648,undefined,0
1641009600000,0.7609838670439134,0,0.7135170677293634,0.9965631678078738,0,0.9613752302726098,undefined,1,1,1,0.9970071309479152,undefined,undefined,0.9943494437576244,undefined,1,0.4636054773140348,0.9940522674075578,1,1,0.97826835108541,0.8838729842687013,1,0.99849693878849,0.9855867081138847,0.9981475741410377,1,0.9841927461996955,0.9876401927527628,0.9339200105096911,0.9997793807923786,undefined,1,0.8782286388428744,0,0.9959898403378912,0.9895009992977658,1,undefined,1,1,1,0.45244211772643544,1,1,0.961111923466198,0.9497545006325555,1,1,0.9872213776996165,1,0.9800048466040623,1,1,undefined,1,0.9876686887529713,1,1,1,0.9923020880501,1,1,0.9919294111002738,1,0.9900106237203323,1,0.9326915402055906,1,0.9663307986058677,1,1,0.5482747649313144,0.8800240161496923,0.9973547236774967,0.9960801355444419,0.8802313377622474,0.8143379924162957,0.591575905865312,1,0.23984528498132665,undefined,0
1641013200000,0.7609838670439134,0,0.7135170677293634,0.9965631678078738,0,0.9613752302726098,undefined,1,1,1,0.9970071309479152,undefined,undefined,0.9943494437576244,undefined,1,0.4636054773140348,0.9940522674075578,1,1,0.97826835108541,0.8838729842687013,1,0.99849693878849,0.9855867081138847,0.9981475741410377,1,0.9841927461996955,0.9876329382945293,0.9339200105096911,0.9997793807923786,undefined,1,0.8782286388428744,0,0.9959898403378912,0.9895009992977658,1,undefined,1,1,1,0.45244211772643544,1,1,0.961111923466198,0.9497545006325555,1,1,0.9872213776996165,1,0.9800048466040623,1,1,undefined,1,0.9876686887529713,1,1,1,0.9923020880501,1,1,0.9919294111002738,1,0.9900106237203323,1,0.9326915402055906,1,0.9663307986058677,1,1,0.5482747649313144,0.8804319392253481,0.9973502273214975,0.9960801355444419,0.8802313377622474,0.8143379924162957,0.591575905865312,1,0.23983218699928158,undefined,0
1641016800000,0.7609838670439134,0,0.7135170677293634,0.9965631678078738,0,0.9613752302726098,undefined,1,1,1,0.9970071309479152,undefined,undefined,0.9943494437576244,undefined,1,0.4636054773140348,0.9940522674075578,1,1,0.97826835108541,0.8838729842687013,1,0.99849693878849,0.9855867081138847,0.9981475741410377,1,0.9841927461996955,0.9876329382945293,0.9339200105096911,0.9997793807923786,undefined,1,0.8782286388428744,0,0.9959898403378912,0.9895009992977658,1,undefined,1,1,1,0.45244211772643544,1,1,0.961111923466198,0.9497545006325555,1,1,0.9872213776996165,1,0.9800048466040623,1,1,undefined,1,0.9876686887529713,1,1,1,0.9923020880501,1,1,0.9919294111002738,1,0.9900106237203323,1,0.9326915402055906,1,0.9663307986058677,1,1,0.5482747649313144,0.8813912039989181,0.9973502273214975,0.9960789264399957,0.8802313377622474,0.8143379924162957,0.591575905865312,1,0.23984528498132665,undefined,0
1641020400000,0.7609838670439134,0,0.7135170677293634,0.9965631678078738,0,0.9613752302726098,undefined,1,1,1,0.9970071309479152,undefined,undefined,0.9943494437576244,undefined,1,0.4636054773140348,0.9940522674075578,1,1,0.97826835108541,0.8838729842687013,1,0.99849693878849,0.9855867081138847,0.9981475741410377,1,0.9817344717069204,0.9847113336584145,0.9339200105096911,0.9997793807923786,undefined,1,0.8782286388428744,0,0.9959739128489302,0.9895009992977658,1,undefined,1,1,1,0.45244211772643544,1,1,0.961111923466198,0.9497545006325555,1,1,0.9872213776996165,1,0.9800048466040623,1,1,undefined,1,0.9876686887529713,1,1,1,0.9923020880501,1,1,0.9919294111002738,1,0.9900106237203323,1,0.9326915402055906,1,0.96654024835901,0.9995067610122225,1,0.5495819679068812,0.8813912039989181,0.9973502273214975,0.9960771127888185,0.8802313377622474,0.8143379924162957,0.5915743932421994,1,0.23985282303700678,undefined,0
1641024000000,0.7609838670439134,0,0.7135170677293634,0.9965631678078738,0,0.9613752302726098,undefined,1,1,1,0.9970074339183864,undefined,undefined,0.9943494437576244,undefined,1,0.4636054773140348,0.9940522674075578,1,1,0.97826835108541,0.8838729842687013,1,0.99849693878849,0.9855867081138847,0.9981475741410377,1,0.9817366394618731,0.9847113336584145,0.9339200105096911,0.9997793807923786,undefined,1,0.8782286388428744,0,0.9961275262629002,0.9895018749694313,1,undefined,1,1,1,0.45244211772643544,1,1,0.961111923466198,0.9467835419159066,1,1,0.9872213776996165,1,0.9800048466040623,1,1,undefined,1,0.9876686887529713,1,1,1,0.9922651513053176,1,1,0.9919294111002738,1,0.9900106237203323,1,0.9326915402055906,1,0.96654024835901,0.9995067610122225,1,0.5495819679068812,0.8814248222977386,0.9972650569988694,0.9960287511939756,0.8802313377622474,0.8143379924162957,0.5915743863653218,1,0.2398326910438174,undefined,0
