Timestamp,Vault,Chain,Address,Type,Month,APY,TVL
2021-09-30,yvCurve-LINK 0.3.5 - ETH,ETH,0xf2db9a7c0ACd427A680D640F02d90f6186E71725,Altcoin,sep/21,0.022401059209732788,10030843.041508837
2021-04-30,yvCurve-LINK 0.3.5 - ETH,ETH,0xf2db9a7c0ACd427A680D640F02d90f6186E71725,Altcoin,apr/21,,0.0
2022-09-30,yvCurve-LINK 0.3.5 - ETH,ETH,0xf2db9a7c0ACd427A680D640F02d90f6186E71725,Altcoin,sep/22,,417952.785603
2022-02-28,yvCurve-LINK 0.3.5 - ETH,ETH,0xf2db9a7c0ACd427A680D640F02d90f6186E71725,Altcoin,feb/22,,1657381.8031942039
2022-01-31,yvCurve-ibKRW-USDC 0.4.3 - ETH,ETH,0xF6B9DFE6bc42ed2eaB44D6B829017f7B78B29f88,Other,jan/22,,
2022-07-31,yvCurve-ibKRW-USDC 0.4.3 - ETH,ETH,0xF6B9DFE6bc42ed2eaB44D6B829017f7B78B29f88,Other,jul/22,,624.0830500756
2021-01-31,yvCurve-ibKRW-USDC 0.4.3 - ETH,ETH,0xF6B9DFE6bc42ed2eaB44D6B829017f7B78B29f88,Other,jan/21,,
2022-03-31,yvCurve-ibKRW-USDC 0.4.3 - ETH,ETH,0xF6B9DFE6bc42ed2eaB44D6B829017f7B78B29f88,Other,mar/22,,
2021-06-30,yvCurve-ibKRW-USDC 0.4.3 - ETH,ETH,0xF6B9DFE6bc42ed2eaB44D6B829017f7B78B29f88,Other,jun/21,,
2021-10-31,yvCurve-ibKRW-USDC 0.4.3 - ETH,ETH,0xF6B9DFE6bc42ed2eaB44D6B829017f7B78B29f88,Other,oct/21,,
2022-04-30,yvCurve-ibKRW-USDC 0.4.3 - ETH,ETH,0xF6B9DFE6bc42ed2eaB44D6B829017f7B78B29f88,Other,apr/22,,
2021-02-28,yvCurve-ibKRW-USDC 0.4.3 - ETH,ETH,0xF6B9DFE6bc42ed2eaB44D6B829017f7B78B29f88,Other,feb/21,,
2021-12-31,yvCurve-ibKRW-USDC 0.4.3 - ETH,ETH,0xF6B9DFE6bc42ed2eaB44D6B829017f7B78B29f88,Other,dec/21,,
2022-05-31,yvCurve-ibKRW-USDC 0.4.3 - ETH,ETH,0xF6B9DFE6bc42ed2eaB44D6B829017f7B78B29f88,Other,may/22,,
2021-05-31,yvCurve-ibKRW-USDC 0.4.3 - ETH,ETH,0xF6B9DFE6bc42ed2eaB44D6B829017f7B78B29f88,Other,may/21,,
2021-11-30,yvCurve-ibKRW-USDC 0.4.3 - ETH,ETH,0xF6B9DFE6bc42ed2eaB44D6B829017f7B78B29f88,Other,nov/21,,
2021-03-31,yvCurve-ibKRW-USDC 0.4.3 - ETH,ETH,0xF6B9DFE6bc42ed2eaB44D6B829017f7B78B29f88,Other,mar/21,,
2022-06-30,yvCurve-ibKRW-USDC 0.4.3 - ETH,ETH,0xF6B9DFE6bc42ed2eaB44D6B829017f7B78B29f88,Other,jun/22,,623.9389653229
2021-07-31,yvCurve-ibKRW-USDC 0.4.3 - ETH,ETH,0xF6B9DFE6bc42ed2eaB44D6B829017f7B78B29f88,Other,jul/21,,
2022-08-31,yvCurve-ibKRW-USDC 0.4.3 - ETH,ETH,0xF6B9DFE6bc42ed2eaB44D6B829017f7B78B29f88,Other,aug/22,,611.4448356481
2021-08-31,yvCurve-ibKRW-USDC 0.4.3 - ETH,ETH,0xF6B9DFE6bc42ed2eaB44D6B829017f7B78B29f88,Other,aug/21,,
2021-09-30,yvCurve-ibKRW-USDC 0.4.3 - ETH,ETH,0xF6B9DFE6bc42ed2eaB44D6B829017f7B78B29f88,Other,sep/21,,
2021-04-30,yvCurve-ibKRW-USDC 0.4.3 - ETH,ETH,0xF6B9DFE6bc42ed2eaB44D6B829017f7B78B29f88,Other,apr/21,,
2022-09-30,yvCurve-ibKRW-USDC 0.4.3 - ETH,ETH,0xF6B9DFE6bc42ed2eaB44D6B829017f7B78B29f88,Other,sep/22,,595.3797716071
2022-02-28,yvCurve-ibKRW-USDC 0.4.3 - ETH,ETH,0xF6B9DFE6bc42ed2eaB44D6B829017f7B78B29f88,Other,feb/22,,
2022-01-31,yvCurve-EURSUSDC 0.4.3 - ETH,ETH,0x801Ab06154Bf539dea4385a39f5fa8534fB53073,Stable,jan/22,0.27670832079678176,99561.68112076
2022-07-31,yvCurve-EURSUSDC 0.4.3 - ETH,ETH,0x801Ab06154Bf539dea4385a39f5fa8534fB53073,Stable,jul/22,0.004573869498600613,418568.019779
2021-01-31,yvCurve-EURSUSDC 0.4.3 - ETH,ETH,0x801Ab06154Bf539dea4385a39f5fa8534fB53073,Stable,jan/21,,
2022-03-31,yvCurve-EURSUSDC 0.4.3 - ETH,ETH,0x801Ab06154Bf539dea4385a39f5fa8534fB53073,Stable,mar/22,0.03189087884452735,33045.08745396
2021-06-30,yvCurve-EURSUSDC 0.4.3 - ETH,ETH,0x801Ab06154Bf539dea4385a39f5fa8534fB53073,Stable,jun/21,,
2021-10-31,yvCurve-EURSUSDC 0.4.3 - ETH,ETH,0x801Ab06154Bf539dea4385a39f5fa8534fB53073,Stable,oct/21,,
2022-04-30,yvCurve-EURSUSDC 0.4.3 - ETH,ETH,0x801Ab06154Bf539dea4385a39f5fa8534fB53073,Stable,apr/22,0.03189087884452735,26878.32971914
2021-02-28,yvCurve-EURSUSDC 0.4.3 - ETH,ETH,0x801Ab06154Bf539dea4385a39f5fa8534fB53073,Stable,feb/21,,
2021-12-31,yvCurve-EURSUSDC 0.4.3 - ETH,ETH,0x801Ab06154Bf539dea4385a39f5fa8534fB53073,Stable,dec/21,,713467.736788
2022-05-31,yvCurve-EURSUSDC 0.4.3 - ETH,ETH,0x801Ab06154Bf539dea4385a39f5fa8534fB53073,Stable,may/22,0.03189087884452735,27071.01180506
2021-05-31,yvCurve-EURSUSDC 0.4.3 - ETH,ETH,0x801Ab06154Bf539dea4385a39f5fa8534fB53073,Stable,may/21,,
2021-11-30,yvCurve-EURSUSDC 0.4.3 - ETH,ETH,0x801Ab06154Bf539dea4385a39f5fa8534fB53073,Stable,nov/21,,0.0
2021-03-31,yvCurve-EURSUSDC 0.4.3 - ETH,ETH,0x801Ab06154Bf539dea4385a39f5fa8534fB53073,Stable,mar/21,,
2022-06-30,yvCurve-EURSUSDC 0.4.3 - ETH,ETH,0x801Ab06154Bf539dea4385a39f5fa8534fB53073,Stable,jun/22,0.03189087884452735,36487.41907331
2021-07-31,yvCurve-EURSUSDC 0.4.3 - ETH,ETH,0x801Ab06154Bf539dea4385a39f5fa8534fB53073,Stable,jul/21,,
2022-08-31,yvCurve-EURSUSDC 0.4.3 - ETH,ETH,0x801Ab06154Bf539dea4385a39f5fa8534fB53073,Stable,aug/22,0.058651358309657065,381146.87410059
2021-08-31,yvCurve-EURSUSDC 0.4.3 - ETH,ETH,0x801Ab06154Bf539dea4385a39f5fa8534fB53073,Stable,aug/21,,
2021-09-30,yvCurve-EURSUSDC 0.4.3 - ETH,ETH,0x801Ab06154Bf539dea4385a39f5fa8534fB53073,Stable,sep/21,,
2021-04-30,yvCurve-EURSUSDC 0.4.3 - ETH,ETH,0x801Ab06154Bf539dea4385a39f5fa8534fB53073,Stable,apr/21,,
2022-09-30,yvCurve-EURSUSDC 0.4.3 - ETH,ETH,0x801Ab06154Bf539dea4385a39f5fa8534fB53073,Stable,sep/22,,68516.11829638
2022-02-28,yvCurve-EURSUSDC 0.4.3 - ETH,ETH,0x801Ab06154Bf539dea4385a39f5fa8534fB53073,Stable,feb/22,0.03189087884452735,67040.69166632
2022-01-31,yvCurve-cvxCRV 0.4.3 - ETH,ETH,0x4560b99C904aAD03027B5178CCa81584744AC01f,Altcoin,jan/22,0.17463875025766473,271733.308152
2022-07-31,yvCurve-cvxCRV 0.4.3 - ETH,ETH,0x4560b99C904aAD03027B5178CCa81584744AC01f,Altcoin,jul/22,0.2629367342036695,196039.86882526
2021-01-31,yvCurve-cvxCRV 0.4.3 - ETH,ETH,0x4560b99C904aAD03027B5178CCa81584744AC01f,Altcoin,jan/21,,
2022-03-31,yvCurve-cvxCRV 0.4.3 - ETH,ETH,0x4560b99C904aAD03027B5178CCa81584744AC01f,Altcoin,mar/22,0.17054858302959452,829771.091262
2021-06-30,yvCurve-cvxCRV 0.4.3 - ETH,ETH,0x4560b99C904aAD03027B5178CCa81584744AC01f,Altcoin,jun/21,,
2021-10-31,yvCurve-cvxCRV 0.4.3 - ETH,ETH,0x4560b99C904aAD03027B5178CCa81584744AC01f,Altcoin,oct/21,,121556.46908779
2022-04-30,yvCurve-cvxCRV 0.4.3 - ETH,ETH,0x4560b99C904aAD03027B5178CCa81584744AC01f,Altcoin,apr/22,0.2755723158022674,384986.176096
2021-02-28,yvCurve-cvxCRV 0.4.3 - ETH,ETH,0x4560b99C904aAD03027B5178CCa81584744AC01f,Altcoin,feb/21,,
2021-12-31,yvCurve-cvxCRV 0.4.3 - ETH,ETH,0x4560b99C904aAD03027B5178CCa81584744AC01f,Altcoin,dec/21,0.4666706992384071,227957.395345
2022-05-31,yvCurve-cvxCRV 0.4.3 - ETH,ETH,0x4560b99C904aAD03027B5178CCa81584744AC01f,Altcoin,may/22,0.2755723158022674,310125.255963
2021-05-31,yvCurve-cvxCRV 0.4.3 - ETH,ETH,0x4560b99C904aAD03027B5178CCa81584744AC01f,Altcoin,may/21,,
2021-11-30,yvCurve-cvxCRV 0.4.3 - ETH,ETH,0x4560b99C904aAD03027B5178CCa81584744AC01f,Altcoin,nov/21,,90114.07378446
2021-03-31,yvCurve-cvxCRV 0.4.3 - ETH,ETH,0x4560b99C904aAD03027B5178CCa81584744AC01f,Altcoin,mar/21,,
2022-06-30,yvCurve-cvxCRV 0.4.3 - ETH,ETH,0x4560b99C904aAD03027B5178CCa81584744AC01f,Altcoin,jun/22,0.2755723158022674,112142.241949
2021-07-31,yvCurve-cvxCRV 0.4.3 - ETH,ETH,0x4560b99C904aAD03027B5178CCa81584744AC01f,Altcoin,jul/21,,
2022-08-31,yvCurve-cvxCRV 0.4.3 - ETH,ETH,0x4560b99C904aAD03027B5178CCa81584744AC01f,Altcoin,aug/22,0.2629367342036695,144574.43310437
2021-08-31,yvCurve-cvxCRV 0.4.3 - ETH,ETH,0x4560b99C904aAD03027B5178CCa81584744AC01f,Altcoin,aug/21,,
2021-09-30,yvCurve-cvxCRV 0.4.3 - ETH,ETH,0x4560b99C904aAD03027B5178CCa81584744AC01f,Altcoin,sep/21,,28093.86536303
2021-04-30,yvCurve-cvxCRV 0.4.3 - ETH,ETH,0x4560b99C904aAD03027B5178CCa81584744AC01f,Altcoin,apr/21,,
2022-09-30,yvCurve-cvxCRV 0.4.3 - ETH,ETH,0x4560b99C904aAD03027B5178CCa81584744AC01f,Altcoin,sep/22,0.19350604370861957,107520.52724021
2022-02-28,yvCurve-cvxCRV 0.4.3 - ETH,ETH,0x4560b99C904aAD03027B5178CCa81584744AC01f,Altcoin,feb/22,0.23460802646387768,286306.357502
2022-01-31,yvWFTM 0.4.3 - FTM,FTM,0x0DEC85e74A92c52b7F708c4B10207D9560CEFaf0,Altcoin,jan/22,0.10130103120234657,346265905.76944
2022-07-31,yvWFTM 0.4.3 - FTM,FTM,0x0DEC85e74A92c52b7F708c4B10207D9560CEFaf0,Altcoin,jul/22,0.0041025519537438715,9278922.3769618
2021-01-31,yvWFTM 0.4.3 - FTM,FTM,0x0DEC85e74A92c52b7F708c4B10207D9560CEFaf0,Altcoin,jan/21,,
2022-03-31,yvWFTM 0.4.3 - FTM,FTM,0x0DEC85e74A92c52b7F708c4B10207D9560CEFaf0,Altcoin,mar/22,0.11633159037542917,77484960.51762791
2021-06-30,yvWFTM 0.4.3 - FTM,FTM,0x0DEC85e74A92c52b7F708c4B10207D9560CEFaf0,Altcoin,jun/21,,
2021-10-31,yvWFTM 0.4.3 - FTM,FTM,0x0DEC85e74A92c52b7F708c4B10207D9560CEFaf0,Altcoin,oct/21,0.02409965753069554,165529922.55008644
2022-04-30,yvWFTM 0.4.3 - FTM,FTM,0x0DEC85e74A92c52b7F708c4B10207D9560CEFaf0,Altcoin,apr/22,0.0682715373022389,51034083.6643781
2021-02-28,yvWFTM 0.4.3 - FTM,FTM,0x0DEC85e74A92c52b7F708c4B10207D9560CEFaf0,Altcoin,feb/21,,
2021-12-31,yvWFTM 0.4.3 - FTM,FTM,0x0DEC85e74A92c52b7F708c4B10207D9560CEFaf0,Altcoin,dec/21,0.10999925795517052,195374702.745328
2022-05-31,yvWFTM 0.4.3 - FTM,FTM,0x0DEC85e74A92c52b7F708c4B10207D9560CEFaf0,Altcoin,may/22,0.07583742186074272,19889483.284987565
2021-05-31,yvWFTM 0.4.3 - FTM,FTM,0x0DEC85e74A92c52b7F708c4B10207D9560CEFaf0,Altcoin,may/21,,
2021-11-30,yvWFTM 0.4.3 - FTM,FTM,0x0DEC85e74A92c52b7F708c4B10207D9560CEFaf0,Altcoin,nov/21,0.002259068924035157,211633045.80070165
2021-03-31,yvWFTM 0.4.3 - FTM,FTM,0x0DEC85e74A92c52b7F708c4B10207D9560CEFaf0,Altcoin,mar/21,,
2022-06-30,yvWFTM 0.4.3 - FTM,FTM,0x0DEC85e74A92c52b7F708c4B10207D9560CEFaf0,Altcoin,jun/22,0.01288194145405952,7630507.61896916
2021-07-31,yvWFTM 0.4.3 - FTM,FTM,0x0DEC85e74A92c52b7F708c4B10207D9560CEFaf0,Altcoin,jul/21,,
2022-08-31,yvWFTM 0.4.3 - FTM,FTM,0x0DEC85e74A92c52b7F708c4B10207D9560CEFaf0,Altcoin,aug/22,0.010041069191536911,3018039.31649646
2021-08-31,yvWFTM 0.4.3 - FTM,FTM,0x0DEC85e74A92c52b7F708c4B10207D9560CEFaf0,Altcoin,aug/21,,
2021-09-30,yvWFTM 0.4.3 - FTM,FTM,0x0DEC85e74A92c52b7F708c4B10207D9560CEFaf0,Altcoin,sep/21,,21498234.805385
2021-04-30,yvWFTM 0.4.3 - FTM,FTM,0x0DEC85e74A92c52b7F708c4B10207D9560CEFaf0,Altcoin,apr/21,,
2022-09-30,yvWFTM 0.4.3 - FTM,FTM,0x0DEC85e74A92c52b7F708c4B10207D9560CEFaf0,Altcoin,sep/22,0.019170272601746197,2195032.693239843
2022-02-28,yvWFTM 0.4.3 - FTM,FTM,0x0DEC85e74A92c52b7F708c4B10207D9560CEFaf0,Altcoin,feb/22,0.020031648686973824,233986838.58410147
2022-01-31,yvDAI 0.4.3 - ETH,ETH,0xdA816459F1AB5631232FE5e97a05BBBb94970c95,Stable,jan/22,0.03286934300659938,366306913.559208
2022-07-31,yvDAI 0.4.3 - ETH,ETH,0xdA816459F1AB5631232FE5e97a05BBBb94970c95,Stable,jul/22,0.007802158477104415,100139476.86631928
2021-01-31,yvDAI 0.4.3 - ETH,ETH,0xdA816459F1AB5631232FE5e97a05BBBb94970c95,Stable,jan/21,,
2022-03-31,yvDAI 0.4.3 - ETH,ETH,0xdA816459F1AB5631232FE5e97a05BBBb94970c95,Stable,mar/22,0.02631110768093592,288514163.4863255
2021-06-30,yvDAI 0.4.3 - ETH,ETH,0xdA816459F1AB5631232FE5e97a05BBBb94970c95,Stable,jun/21,,
2021-10-31,yvDAI 0.4.3 - ETH,ETH,0xdA816459F1AB5631232FE5e97a05BBBb94970c95,Stable,oct/21,0.032408429457975174,489233334.00731
2022-04-30,yvDAI 0.4.3 - ETH,ETH,0xdA816459F1AB5631232FE5e97a05BBBb94970c95,Stable,apr/22,0.01618664018933913,255750233.0524507
2021-02-28,yvDAI 0.4.3 - ETH,ETH,0xdA816459F1AB5631232FE5e97a05BBBb94970c95,Stable,feb/21,,
2021-12-31,yvDAI 0.4.3 - ETH,ETH,0xdA816459F1AB5631232FE5e97a05BBBb94970c95,Stable,dec/21,0.02746183971427585,494215241.20499694
2022-05-31,yvDAI 0.4.3 - ETH,ETH,0xdA816459F1AB5631232FE5e97a05BBBb94970c95,Stable,may/22,0.013341568480812027,149491883.496399
2021-05-31,yvDAI 0.4.3 - ETH,ETH,0xdA816459F1AB5631232FE5e97a05BBBb94970c95,Stable,may/21,,
2021-11-30,yvDAI 0.4.3 - ETH,ETH,0xdA816459F1AB5631232FE5e97a05BBBb94970c95,Stable,nov/21,0.04438949873259945,560346398.8698038
2021-03-31,yvDAI 0.4.3 - ETH,ETH,0xdA816459F1AB5631232FE5e97a05BBBb94970c95,Stable,mar/21,,
2022-06-30,yvDAI 0.4.3 - ETH,ETH,0xdA816459F1AB5631232FE5e97a05BBBb94970c95,Stable,jun/22,0.018291225010206746,111148124.69124655
2021-07-31,yvDAI 0.4.3 - ETH,ETH,0xdA816459F1AB5631232FE5e97a05BBBb94970c95,Stable,jul/21,,426563102.764553
2022-08-31,yvDAI 0.4.3 - ETH,ETH,0xdA816459F1AB5631232FE5e97a05BBBb94970c95,Stable,aug/22,0.014053683976790188,53738631.4994257
2021-08-31,yvDAI 0.4.3 - ETH,ETH,0xdA816459F1AB5631232FE5e97a05BBBb94970c95,Stable,aug/21,0.05934018522922058,454810722.029558
2021-09-30,yvDAI 0.4.3 - ETH,ETH,0xdA816459F1AB5631232FE5e97a05BBBb94970c95,Stable,sep/21,0.05367330811822346,493510816.691392
2021-04-30,yvDAI 0.4.3 - ETH,ETH,0xdA816459F1AB5631232FE5e97a05BBBb94970c95,Stable,apr/21,,
2022-09-30,yvDAI 0.4.3 - ETH,ETH,0xdA816459F1AB5631232FE5e97a05BBBb94970c95,Stable,sep/22,0.02401981721156976,47965101.537504494
2022-02-28,yvDAI 0.4.3 - ETH,ETH,0xdA816459F1AB5631232FE5e97a05BBBb94970c95,Stable,feb/22,0.01995657071118706,365479513.93679655
2022-01-31,yvWBTC 0.3.5 - ETH,ETH,0xA696a63cc78DfFa1a63E9E50587C197387FF6C7E,BTC,jan/22,0.006929537683270315,55787369.3474752
2022-07-31,yvWBTC 0.3.5 - ETH,ETH,0xA696a63cc78DfFa1a63E9E50587C197387FF6C7E,BTC,jul/22,0.00014875595640395645,6985697.15141833
2021-01-31,yvWBTC 0.3.5 - ETH,ETH,0xA696a63cc78DfFa1a63E9E50587C197387FF6C7E,BTC,jan/21,,
2022-03-31,yvWBTC 0.3.5 - ETH,ETH,0xA696a63cc78DfFa1a63E9E50587C197387FF6C7E,BTC,mar/22,0.0035156361578809747,69122122.050361
2021-06-30,yvWBTC 0.3.5 - ETH,ETH,0xA696a63cc78DfFa1a63E9E50587C197387FF6C7E,BTC,jun/21,0.016110920161110043,158961016.87810528
2021-10-31,yvWBTC 0.3.5 - ETH,ETH,0xA696a63cc78DfFa1a63E9E50587C197387FF6C7E,BTC,oct/21,0.016349355829533785,144620922.49241444
2022-04-30,yvWBTC 0.3.5 - ETH,ETH,0xA696a63cc78DfFa1a63E9E50587C197387FF6C7E,BTC,apr/22,0.007044312851364198,29419517.838891353
2021-02-28,yvWBTC 0.3.5 - ETH,ETH,0xA696a63cc78DfFa1a63E9E50587C197387FF6C7E,BTC,feb/21,,
2021-12-31,yvWBTC 0.3.5 - ETH,ETH,0xA696a63cc78DfFa1a63E9E50587C197387FF6C7E,BTC,dec/21,0.015413901887949555,73847581.54709736
2022-05-31,yvWBTC 0.3.5 - ETH,ETH,0xA696a63cc78DfFa1a63E9E50587C197387FF6C7E,BTC,may/22,0.0016175486349181423,11375447.142042974
2021-05-31,yvWBTC 0.3.5 - ETH,ETH,0xA696a63cc78DfFa1a63E9E50587C197387FF6C7E,BTC,may/21,0.017084470093998494,263068417.47108644
2021-11-30,yvWBTC 0.3.5 - ETH,ETH,0xA696a63cc78DfFa1a63E9E50587C197387FF6C7E,BTC,nov/21,0.0095613501869789,145617446.8835446
2021-03-31,yvWBTC 0.3.5 - ETH,ETH,0xA696a63cc78DfFa1a63E9E50587C197387FF6C7E,BTC,mar/21,,
2022-06-30,yvWBTC 0.3.5 - ETH,ETH,0xA696a63cc78DfFa1a63E9E50587C197387FF6C7E,BTC,jun/22,4.340541479219695e-05,6666967.52922336
2021-07-31,yvWBTC 0.3.5 - ETH,ETH,0xA696a63cc78DfFa1a63E9E50587C197387FF6C7E,BTC,jul/21,0.012946290016672135,121627483.392874
2022-08-31,yvWBTC 0.3.5 - ETH,ETH,0xA696a63cc78DfFa1a63E9E50587C197387FF6C7E,BTC,aug/22,0.0008242298726826025,4423443.16782707
2021-08-31,yvWBTC 0.3.5 - ETH,ETH,0xA696a63cc78DfFa1a63E9E50587C197387FF6C7E,BTC,aug/21,0.030440627190333247,109101242.765255
2021-09-30,yvWBTC 0.3.5 - ETH,ETH,0xA696a63cc78DfFa1a63E9E50587C197387FF6C7E,BTC,sep/21,0.02581237865698749,93501596.42598954
2021-04-30,yvWBTC 0.3.5 - ETH,ETH,0xA696a63cc78DfFa1a63E9E50587C197387FF6C7E,BTC,apr/21,,99219124.17102876
2022-09-30,yvWBTC 0.3.5 - ETH,ETH,0xA696a63cc78DfFa1a63E9E50587C197387FF6C7E,BTC,sep/22,,2789339.287077317
2022-02-28,yvWBTC 0.3.5 - ETH,ETH,0xA696a63cc78DfFa1a63E9E50587C197387FF6C7E,BTC,feb/22,0.027591567966685826,55037280.0375917
2022-01-31,yvTUSD 0.4.3 - ETH,ETH,0xFD0877d9095789cAF24c98F7CCe092fa8E120775,Stable,jan/22,0.0020516680757898254,29566.25144043
2022-07-31,yvTUSD 0.4.3 - ETH,ETH,0xFD0877d9095789cAF24c98F7CCe092fa8E120775,Stable,jul/22,,12165.50490151
2021-01-31,yvTUSD 0.4.3 - ETH,ETH,0xFD0877d9095789cAF24c98F7CCe092fa8E120775,Stable,jan/21,,
2022-03-31,yvTUSD 0.4.3 - ETH,ETH,0xFD0877d9095789cAF24c98F7CCe092fa8E120775,Stable,mar/22,0.025688788015485464,15715.73225625
2021-06-30,yvTUSD 0.4.3 - ETH,ETH,0xFD0877d9095789cAF24c98F7CCe092fa8E120775,Stable,jun/21,,
2021-10-31,yvTUSD 0.4.3 - ETH,ETH,0xFD0877d9095789cAF24c98F7CCe092fa8E120775,Stable,oct/21,0.03958810694657022,147369.11870749
2022-04-30,yvTUSD 0.4.3 - ETH,ETH,0xFD0877d9095789cAF24c98F7CCe092fa8E120775,Stable,apr/22,,14895.64047391
2021-02-28,yvTUSD 0.4.3 - ETH,ETH,0xFD0877d9095789cAF24c98F7CCe092fa8E120775,Stable,feb/21,,
2021-12-31,yvTUSD 0.4.3 - ETH,ETH,0xFD0877d9095789cAF24c98F7CCe092fa8E120775,Stable,dec/21,0.5804814464271049,114066.968623
2022-05-31,yvTUSD 0.4.3 - ETH,ETH,0xFD0877d9095789cAF24c98F7CCe092fa8E120775,Stable,may/22,,14423.64675547
2021-05-31,yvTUSD 0.4.3 - ETH,ETH,0xFD0877d9095789cAF24c98F7CCe092fa8E120775,Stable,may/21,,
2021-11-30,yvTUSD 0.4.3 - ETH,ETH,0xFD0877d9095789cAF24c98F7CCe092fa8E120775,Stable,nov/21,0.5804814464271049,480913.23594
2021-03-31,yvTUSD 0.4.3 - ETH,ETH,0xFD0877d9095789cAF24c98F7CCe092fa8E120775,Stable,mar/21,,
2022-06-30,yvTUSD 0.4.3 - ETH,ETH,0xFD0877d9095789cAF24c98F7CCe092fa8E120775,Stable,jun/22,,14432.24284215
2021-07-31,yvTUSD 0.4.3 - ETH,ETH,0xFD0877d9095789cAF24c98F7CCe092fa8E120775,Stable,jul/21,,0.0
2022-08-31,yvTUSD 0.4.3 - ETH,ETH,0xFD0877d9095789cAF24c98F7CCe092fa8E120775,Stable,aug/22,,9151.67870455
2021-08-31,yvTUSD 0.4.3 - ETH,ETH,0xFD0877d9095789cAF24c98F7CCe092fa8E120775,Stable,aug/21,,1850.3034074479
2021-09-30,yvTUSD 0.4.3 - ETH,ETH,0xFD0877d9095789cAF24c98F7CCe092fa8E120775,Stable,sep/21,0.06561804923043857,456962.216053
2021-04-30,yvTUSD 0.4.3 - ETH,ETH,0xFD0877d9095789cAF24c98F7CCe092fa8E120775,Stable,apr/21,,
2022-09-30,yvTUSD 0.4.3 - ETH,ETH,0xFD0877d9095789cAF24c98F7CCe092fa8E120775,Stable,sep/22,,9151.67870455
2022-02-28,yvTUSD 0.4.3 - ETH,ETH,0xFD0877d9095789cAF24c98F7CCe092fa8E120775,Stable,feb/22,0.019479914217737537,29272.70794277
2022-01-31,yvDAI 0.4.4 - OPT,OPT,0xfbef713696465DDab297164c3b6A0122D92A3bAc,Other,jan/22,,
2022-07-31,yvDAI 0.4.4 - OPT,OPT,0xfbef713696465DDab297164c3b6A0122D92A3bAc,Other,jul/22,,
2021-01-31,yvDAI 0.4.4 - OPT,OPT,0xfbef713696465DDab297164c3b6A0122D92A3bAc,Other,jan/21,,
2022-03-31,yvDAI 0.4.4 - OPT,OPT,0xfbef713696465DDab297164c3b6A0122D92A3bAc,Other,mar/22,,
2021-06-30,yvDAI 0.4.4 - OPT,OPT,0xfbef713696465DDab297164c3b6A0122D92A3bAc,Other,jun/21,,
2021-10-31,yvDAI 0.4.4 - OPT,OPT,0xfbef713696465DDab297164c3b6A0122D92A3bAc,Other,oct/21,,
2022-04-30,yvDAI 0.4.4 - OPT,OPT,0xfbef713696465DDab297164c3b6A0122D92A3bAc,Other,apr/22,,
2021-02-28,yvDAI 0.4.4 - OPT,OPT,0xfbef713696465DDab297164c3b6A0122D92A3bAc,Other,feb/21,,
2021-12-31,yvDAI 0.4.4 - OPT,OPT,0xfbef713696465DDab297164c3b6A0122D92A3bAc,Other,dec/21,,
2022-05-31,yvDAI 0.4.4 - OPT,OPT,0xfbef713696465DDab297164c3b6A0122D92A3bAc,Other,may/22,,
2021-05-31,yvDAI 0.4.4 - OPT,OPT,0xfbef713696465DDab297164c3b6A0122D92A3bAc,Other,may/21,,
2021-11-30,yvDAI 0.4.4 - OPT,OPT,0xfbef713696465DDab297164c3b6A0122D92A3bAc,Other,nov/21,,
2021-03-31,yvDAI 0.4.4 - OPT,OPT,0xfbef713696465DDab297164c3b6A0122D92A3bAc,Other,mar/21,,
2022-06-30,yvDAI 0.4.4 - OPT,OPT,0xfbef713696465DDab297164c3b6A0122D92A3bAc,Other,jun/22,,
2021-07-31,yvDAI 0.4.4 - OPT,OPT,0xfbef713696465DDab297164c3b6A0122D92A3bAc,Other,jul/21,,
2022-08-31,yvDAI 0.4.4 - OPT,OPT,0xfbef713696465DDab297164c3b6A0122D92A3bAc,Other,aug/22,,
2021-08-31,yvDAI 0.4.4 - OPT,OPT,0xfbef713696465DDab297164c3b6A0122D92A3bAc,Other,aug/21,,
2021-09-30,yvDAI 0.4.4 - OPT,OPT,0xfbef713696465DDab297164c3b6A0122D92A3bAc,Other,sep/21,,
2021-04-30,yvDAI 0.4.4 - OPT,OPT,0xfbef713696465DDab297164c3b6A0122D92A3bAc,Other,apr/21,,
2022-09-30,yvDAI 0.4.4 - OPT,OPT,0xfbef713696465DDab297164c3b6A0122D92A3bAc,Other,sep/22,,500.420820673
2022-02-28,yvDAI 0.4.4 - OPT,OPT,0xfbef713696465DDab297164c3b6A0122D92A3bAc,Other,feb/22,,
2022-01-31,yvCurve-UST 0.3.5 - ETH,ETH,0x1C6a9783F812b3Af3aBbf7de64c3cD7CC7D1af44,Stable,jan/22,,172385.28906834
2022-07-31,yvCurve-UST 0.3.5 - ETH,ETH,0x1C6a9783F812b3Af3aBbf7de64c3cD7CC7D1af44,Stable,jul/22,,60059.1917542
2021-01-31,yvCurve-UST 0.3.5 - ETH,ETH,0x1C6a9783F812b3Af3aBbf7de64c3cD7CC7D1af44,Stable,jan/21,,
2022-03-31,yvCurve-UST 0.3.5 - ETH,ETH,0x1C6a9783F812b3Af3aBbf7de64c3cD7CC7D1af44,Stable,mar/22,,159781.13796923
