"Time","yvCurve-UST 0.4.3","yvCurve-HUSD 0.3.5","yvCurve-EURT 0.4.3","yvCurve-ankrETH 0.3.5","yvCurve-CVXETH 0.4.3","yvCurve-d3pool 0.4.3","yvDAI 0.3.0","yvCurve-UST 0.3.5","yvCurve-ibAUD 0.4.3","yvCurve-tBTC 0.3.5","yvCurve-EURS 0.3.5","yvCurve-IronBank 0.3.2","yvCurve-USDT 0.3.5","yvCurve-RAI 0.4.3","yvCurve-MIM 0.4.3","yvCurve-GUSD 0.3.5","yvCurve-DUSD 0.3.5","yvLUSD 0.4.3","yvCurve-Aave 0.3.5","yvCurve-USDN 0.3.5","yvCurve-USDK 0.3.5","yvCurve-triCrypto 0.4.2","yvCurve-pBTC 0.3.5","yvCurve-cvxCRV 0.4.3","yvCurve-ibCHF 0.4.3","yvCOMP 0.4.3","yUSD 0.3.5","yvCurve-ibKRW 0.4.3","yvCurve-ibJPY 0.4.3","yvCurve-ibGBP 0.4.3","yvCurve-3EUR 0.4.3","yvCurve-sUSD 0.3.5","yvCurve-rETHwstETH 0.4.3","yvCurve-ibBTC 0.4.3","yvUSDC 0.3.0","yvCurve-LUSD 0.3.5","yvCurve-HBTC 0.3.3","yvLINK 0.4.2","yvCurve-ibEUR 0.4.3","yvCurve-CRVETH 0.4.3","yvCurve-BUSD 0.3.5","yvCurve-USDM 0.4.3","yvSUSHI 0.4.3","yvCurve-renBTC 0.3.5","yvCurve-alETH 0.4.3","yvCurve-YFIETH 0.4.3","yvYFIETH-f 0.4.3","yvUSDT 0.3.5","yvCurve-EURSUSDC 0.4.3","yvCurve-Pax 0.3.5","yvCurve-sBTC 0.3.5","yvCurve-3pool 0.3.5","yvRAI 0.4.2","yvCurve-EURN 0.4.3","yvCurve-mUSD 0.3.5","yvCurve-yBUSD 0.3.5","yvCurve-BBTC 0.3.5","yvCurve-sETH 0.3.2","yvBOOST 0.3.5","yvWBTC 0.3.5","yvCurve-alUSD 0.3.5","yvCurve-FRAX 0.3.5","yv1INCH 0.3.2","yvCurve-EURTUSD 0.4.3","yvDAI 0.2.2","yvCurve-rETH 0.3.5","yvCurve-RSV 0.3.5","yvCurve-USDP 0.3.5","yvCurve-Compound 0.3.5","yvYFI 0.3.2","yvCurve-3Crypto 0.4.3","yvSNX 0.3.5","yvCurve-OUSD 0.4.3","yvUNI 0.3.5","yvTUSD 0.4.3","yvWETH 0.4.2","yvUSDC 0.4.3","yvsUSD 0.3.3","yvWETH 0.3.2","yvCurve-sAave 0.3.5","yvCurve-USDP 0.4.3","yvWBTC 0.3.1","yvCurve-DOLA 0.4.3","yvCurve-MIMUST 0.4.3","yvAAVE 0.4.3","yvDAI 0.4.3","yvCurve-stETH 0.3.0","yvYFI 0.4.3","yvHEGIC 0.3.0","yvUSDC 0.2.2","yvCurve-oBTC 0.3.5","yvCurve-LINK 0.3.5","yvCurve-TUSD 0.3.5","yGov","yveCRV"
1642478400000,0,8724.79012662,53348.51010264,5278215.44350938,0,123102.766402,3617453.575973416,181331.969073,5238.53435996,592683.083449,12369495.615044666,299227404.8478945,0,1597550.5510964566,90324588.1276646,1538169.2551516928,1009105.3481563,1255759.8659995915,696036.851158,68737766.08223562,0,228551.42829042,4890391.843315329,248756.28760933,1929734.7095898,727739.264836,6056176.67273725,15152594.731709667,75110.98807248,15647645.120570924,791531.006343,2541105.79570289,undefined,0,204687901.941825,15667750.792979546,22410570.6218906,11896446.56302556,62276453.5735022,95275.59710477,2498696.91522256,482.7357833069,1662939.96353006,124188.3470745,72388.79697765,undefined,undefined,113440940.724684,75595.97881017,0,2442780.47126604,6352328.07806475,15320.25516071,3632.82933994,971827.482294,569732.057207,6167854.83043573,5966988.602648551,35619242.6468803,65686990.8881273,31095250.718595557,120988291.899754,1553597.0506033176,4001257.59478944,2.09874751e-10,2686830.562974045,29870.5908362,7485176.24711635,20915896.0965064,17187547.896747183,12699190.34768756,6171016.09827039,11545010.084513923,2503547.3023991236,114225.94460116,778045593.4911962,222697714.97898,434365.120745,3861031.455806524,1603090.0196681865,0,4568.67960962,0,4457294.79635892,3249708.46243288,474549118.92059696,770257566.4221616,55569478.43011831,25374.14523191,28.048948,1008574.7929531418,3619342.130574546,7337.12563124,22067856.90936216,110163677.32651922
1642485600000,0,8724.79121013,53348.51010264,5268378.6270661,0,123102.766402,3617453.575973416,181332.189064,5246.98766747,594047.112319,12369495.94846506,299227738.653306,0,1597550.845013625,90324683.02354968,1538169.54769802,1009105.4679784512,1255759.8659995915,696041.668237,68736440.59461959,0,228584.23219,4901644.533515655,246199.884267,1929734.7095898,718580.01125,6056202.3683311,15152594.731709667,75231.88412134,15647645.120570924,791531.029942,2541105.79570289,undefined,0,204639589.841155,15667753.3331208,22462136.675340164,11829250.3891363,62276453.5735022,94694.581628,2498697.2934309654,482.7357926117,1662507.57966027,124474.10075079,72253.88526649,undefined,undefined,113440940.724684,75597.51643763,0,2448401.3058909047,6352329.99527424,15320.25516071,3632.82933994,971827.622353,569734.598999,6182046.95517578,5955868.413794391,35525468.544421434,65838612.14229111,31095254.6375931,120988323.55245762,1536269.3519597137,4001256.507198635,2.09874751e-10,2681852.0133099244,29870.59294107,7485177.48087665,21016513.498061962,17142533.2430714,12701021.395872774,6102227.94704359,11545012.272084448,2480142.6676738,114225.94460116,776595542.31673,222697852.97898,434365.120745,3853835.61360032,1603098.2345507129,0,4579.19200491,0,4457295.29059638,3192653.32909312,474370969.603522,768826462.8694954,55423940.460333295,24830.48258044,28.048948,1010895.5026085118,3577841.3337129843,7337.12667851,22010060.5941397,109029081.220803
1642492800000,0,8724.79177274,53348.51010264,5281916.37222586,0,123102.766402,3617453.575973416,181333.840594,5246.98766747,592661.664055,12369495.94846506,299201180.4778746,0,1597551.013738425,90323738.8881674,1538202.4816775578,1009105.53019495,1255759.8659995915,696046.482989,68736452.880285,0,228602.845255,4890209.91185826,246269.58379362,1932648.90782589,725448.786856,6056229.41305836,15152594.731709667,75110.98807248,15910955.238958042,791531.029942,2541106.31604386,undefined,0,204639589.841155,15667758.248203961,22409729.576750565,11864780.2921598,62276454.528996,94833.26882365,2498697.4898120426,482.7357974431,1654867.29834523,124183.703122,72439.55048814,undefined,undefined,113440940.724684,75597.51643763,0,2442691.29363269,6352330.99076683,15320.25516071,3632.82933994,971827.695078,569737.132987,6167626.044723,5971172.75074171,35615301.59717014,65685002.0611392,31095256.67249487,120987373.411592,1536269.3519597137,4001256.8078829697,2.09874751e-10,2688754.85492846,29870.594034,7485178.12149481,21016640.375075024,17257951.413216382,12702075.895228079,6164878.030824809,11545014.705566637,2562052.12785258,114225.94460116,778591099.8284981,222698397.97898,434365.120745,3863738.5169635,1603106.445074747,0,4568.50815188,0,4457296.85669699,3275882.8204114763,474369958.78409505,770802059.4457766,55797101.7486592,24830.48258044,28.048948,1008537.2712633668,3588587.60684429,7337.13961779,22158251.1143233,109053151.93658032
1642500000000,0,8725.29831018,53350.0564874,5247587.20927488,0,123102.962177,3617453.575973416,181334.0657987,5238.73128774,590692.623356,12369495.94846506,299185914.774329,0,1597551.5377866677,90072756.1422611,1538202.6158575271,1009105.6560817852,1255759.8659995915,696051.305832,68725525.38947791,0,227846.681182,4873962.81901947,244109.949121,1932648.90782589,709976.331802,6056255.10058588,15152594.731709667,75352.78017021,16058471.838646458,791531.082116,2541108.12748599,undefined,0,204639589.841155,15667814.2116862,22335276.098043837,11622602.437787425,62415316.877744704,94107.25926172,2498706.359680027,482.7358025734,1602199.75322,123771.30947574,71968.27031476,undefined,undefined,113444039.761087,75596.8535552,0,2434575.774945976,6352332.04784174,15320.25516071,3633.2708105,971827.772301,569739.668093,6147134.90465581,5932323.35278313,35385597.171058565,65439773.4136966,31095259.5499242,120998086.75226536,1503459.14818891,4001261.51594202,2.09874751e-10,2671261.38894907,29870.59519454,7485178.80174235,21016776.5059695,17013500.382915977,12660386.439538823,6099581.546737609,11545017.067705842,2616942.64825243,114225.94460116,772849058.33959,222702247.981332,434365.120745,3838600.42072692,1603114.6589075956,0,4553.32986411,0,4457299.02678601,3257018.33337816,474370061.364282,765787121.8567467,55006761.1871607,24330.81891359,28.048948,1005186.53601994,3509996.7928313,7337.14020553,21844389.5681375,108090304.47390652
1642507200000,0,8725.29930209,53350.0564874,5246015.33446694,0,123102.99045351,3617453.575973416,181334.139972,5246.95119937,589058.028691,12369496.446388355,299186139.4797326,0,1597551.77326079,90072833.587714,1538202.8104554329,1009105.751822906,1255759.8659995915,696056.059046,68725535.71823123,0,227612.33868526,4860475.332460511,244063.664777,1932648.90782589,705181.471184,6056280.75245605,15129172.6015966,75352.78017021,16031967.4618084,791531.082116,2541108.2996909,undefined,0,204612715.911303,15667816.8769156,22273468.71700724,11677274.123178871,62415316.877744704,94088.116394,2498706.65423922,482.7358100137,1611984.7638139783,123428.81816265,71946.706471,undefined,undefined,113513478.062887,75595.01461933,0,2427838.69536407,6317070.83590628,15337.58108213,3633.2708105,971827.884296,569742.19968,6130124.40219012,5930546.061086169,35435801.3460388,65248228.565551504,31095265.2848547,121114353.39607581,1519006.2321739844,4001261.951500665,2.09874751e-10,2670460.99494531,29870.59687765,7485179.78828861,21017016.7939642,17128302.8114762,12647462.004262049,6161549.3191567,11545018.245229332,2594850.85605652,114225.94460116,772592457.0573708,222702248.981332,434365.120745,3837450.255201264,1603122.8502300247,0,4540.72964405,0,4457300.42784818,3224064.9823208847,474369974.401856,766171406.4754761,55385069.4754629,24330.81891359,28.048948,1002404.9309043346,3526507.504731654,7337.14105788,21994624.0747359,108062994.78445886
1642514400000,0,8725.30250454,53260.52090293,5200363.94373703,0,123102.99521273,3617453.575973416,181337.7135815,5238.92092191,586576.319803,12348737.14139756,299186401.434511,0,1597238.7871653421,90072902.525988,1538203.4387291,1009106.0609301638,1255759.8659995915,696060.831089,68727286.10878807,0,226614.58470441,4839997.69242302,236212.14007341,1929679.9247836657,705777.519051,6056306.46111521,15152623.089711633,75352.78017021,16005139.142586755,790202.961065,2541108.30831482,undefined,0,204612715.911303,15668010.747509146,22179640.1797895,11607862.553777045,62052290.602649294,92143.94371766,2498707.60524527,482.7358340353,1586617.7280450228,122908.79645364,71311.55194653,undefined,undefined,113520545.962985,75532.03576214,0,2417610.2841627,6317075.7579944,15337.58108213,3627.17321573,971828.24588,569744.733379,6104311.12507269,5878190.45861114,35044381.5485966,64994169.7144087,31095276.474194642,121114412.063108,1501981.7433331,3997844.98359312,2.09874751e-10,2646920.1295721,29870.60231167,7485182.97342584,21017158.160473533,17508046.0032984,12592364.544144815,6161549.3191567,11545022.096466621,2480364.0079206363,114225.94460116,769105717.0888641,222704738.981332,434365.120745,3803572.76432444,1603131.05697889,0,4521.59885715,0,4457300.74915616,3224226.20358992,474369974.401856,760150783.3586967,56516373.6775315,24330.81891359,28.048948,998181.704429,3505545.38482005,7337.14466562,22482256.085974865,104580448.72391821
1642521600000,0,8725.3034784,53096.80136583,5188462.69760562,0,123102.99521273,3617453.575973416,181338.3272856,5246.94390574,587609.763333,12310795.954264289,299186657.50115454,0,1597240.0306985201,90072931.1969436,1538203.6297852765,1009106.154928773,1255759.8659995915,696065.359532,68727355.9401708,0,226573.24349425,4848524.91065692,220882.86036124,1929679.9247836657,708046.141293,6056337.06496913,15127368.71789544,75352.78017021,16005139.142586755,787774.639302,2541109.3072541268,undefined,0,204612715.911303,15668013.9456071,22218716.77526795,11482032.961124731,61861618.1481912,92549.95192646,2498707.89444342,482.73584134,1588844.9319102638,123125.33997256,71148.3525357,undefined,undefined,113520545.962985,75405.91974312,0,2421869.6850670865,6317077.25478694,15337.58108213,3616.0235102857,971828.355836,569747.598255,6115065.83952941,5864737.97870548,35230883.1930917,65108677.9236403,31095280.460402764,121114428.50068054,1486899.52790246,3991427.2760865698,2.09874751e-10,2640862.5443159468,29870.60396415,7485183.94201672,21017293.50833963,17363169.5522067,12590243.133255975,6159211.38611754,11545048.523287475,2401281.57956379,114225.94460116,766597475.6587927,223884086.397855,434365.120745,3794868.1320839506,1603139.30501675,0,4529.5651130548,0,4457307.41723648,3308596.08787513,474212677.093793,758317315.04024,56048709.1737125,24330.81891359,28.048948,999940.323704,3466222.52337559,7337.14550145,22296218.793540467,105724832.6530744
1642528800000,0,8725.30589569,53016.95415877,5154536.40587676,0,123103.16148043,3617453.575973416,181338.61225139,5230.98546153,585269.89111,12292301.004779954,299186921.75827,0,1597241.5765532122,91405889.08083364,1538204.288190975,1009106.3882510467,1904580.22577351,696069.576713,68707904.28546257,0,225767.028804,4775124.3433576,216273.285833,1926474.1299987864,704340.061474,6056412.70096552,15127368.71789544,75352.78017021,16005139.142586755,786592.19821,2541109.3072541268,undefined,0,204612715.911304,15658062.020156143,22130236.2318043,11389514.81145228,63217155.56492,91271.29278188,2498708.612287755,482.73610186,1580593.38560572,122635.02569786,70678.70067781,undefined,undefined,113522545.962985,75342.77375959,0,2412225.93219459,6317080.9701083,15337.58108213,3610.58571798,971828.628769,569750.129253,6090722.37598647,5826024.712838169,35402668.9713549,64849441.2542908,31095311.2733652,121114614.4682454,1486910.26777674,3988293.16111242,2.09874751e-10,2623430.151910977,29870.60806589,7485186.34624193,21017433.049382735,18195669.840999834,12545743.223906118,6159211.38611754,11545051.319306817,2351391.2117234156,114225.94460116,761474848.9984962,224014761.586754,434365.120745,3769818.12312154,1603147.49395749,0,4511.52724044,0,4457309.61747697,3337866.8127486845,474211223.711136,753311647.1592013,58614756.3535138,24330.81891359,28.048948,995958.406755,3438292.95873215,7337.14757613,23365240.698141877,103519328.37089255
1642536000000,0,8725.30765882,53016.95415877,5179540.97414812,0,123103.16148043,3617453.575973416,181339.18237365,5239.1543178,588284.658871,12292301.004779954,299187184.58922255,0,1597242.02417211,91405943.01315945,1538204.8933772938,1009106.558431454,1904580.22577351,696073.804057,68707964.10839915,0,226526.841424,4799720.576904151,218608.34146956,1926474.1299987864,700281.571982,6056438.06523841,15127368.71789544,75352.78017021,16005139.142586755,786592.743771,2541109.389736033,undefined,0,204612715.911304,15658081.2513524,22244224.499395374,11207855.20736253,63217155.56492,92369.423071,2498709.135868467,482.7361150706,1590198.2612552,123266.72855584,71021.56072507,undefined,undefined,113522545.962985,75340.20573323,0,2424651.68927086,6317083.67998632,15337.58108213,3610.58571798,971828.827841,569752.664281,6122095.41153083,5854286.68182792,35584382.6875479,65183445.9303591,31095317.434603136,121615927.69921423,1487456.9723154078,3988293.98070796,2.09874751e-10,2636178.1321214773,29870.61105762,7485188.09983373,21017571.659431934,17537970.5829085,12587709.37709296,6157922.82022686,11545054.104280278,2337235.68975961,114225.94460116,766006170.7771822,224014776.586408,434365.120745,3788105.3865750497,1603155.7043042,0,4534.76518372,0,4457310.46301091,3302140.28858079,474188809.1870995,757218544.0092585,56569367.4902941,24330.81891359,28.048948,1001088.498433104,3383453.13912896,7337.14908936,22563052.810296,104550948.5902085
1642543200000,0,8725.31036008,53016.95415877,5244266.44413016,0,123103.1633297,3617453.575973416,181340.97492679,5239.1543178,598008.539601,12292301.004779954,299187441.343971,0,1597242.6802177762,91405991.46823119,1538205.42187203,1009106.819162977,1904580.22577351,696078.022705,68707981.2086511,0,228730.263403,4879055.74137552,223263.835129,1926474.1299987864,708146.438733,6056464.58315897,15127368.71789544,75352.78017021,16005291.012635533,786592.743771,2541109.389736033,undefined,0,204603264.487115,15658105.6801788,22611900.5810313,11545259.12787783,63222341.591405906,93933.7119239,2498709.938040695,482.73613531,1610258.4872328138,125304.26485115,71909.07255666,undefined,undefined,113522545.962985,75340.20573323,0,2464729.378916026,6317087.83176054,15337.58108213,3610.58571798,971829.451569,569755.275534,6223288.42072759,5927444.02507167,35975096.4081327,66243687.081232,31095669.050015036,121616016.11646,1517488.0337136453,3988287.0067026,2.09874751e-10,2669120.7943013,29870.61564121,7485190.79802642,21017707.215098236,17884248.3768643,12709288.0170141,6219783.54339273,11545057.231081879,2377709.17788825,114225.94460116,775576480.0230716,224471880.346463,434365.120745,3835442.96006106,1603163.9356967057,0,4609.72058142,0,4457312.5744110895,3296287.53319946,474188809.1870995,765935890.63662,57686299.2177942,24330.81891359,28.048948,1017635.61184216,3485309.41161828,7337.15140777,23008548.14940167,106771059.011627
1642550400000,0,8725.3126535,53016.95415877,5241946.35619162,0,123103.1633297,3617453.575973416,181347.594086,5239.1543178,597172.735657,12292301.004779954,299274646.767717,0,1597243.29871228,91406071.42263962,1538207.310745706,1009107.040528142,1904580.22577351,696082.244783,68708037.16341059,0,228589.9038255,4872236.52408464,256273.08173363,1926475.067711968,715981.271965,6056489.93127781,15127368.71789544,75352.78017021,16077467.2753851,786593.771957,2541131.3456092933,undefined,0,204603264.487115,15658112.151148839,22580297.087390337,11709976.571586054,63222341.591405906,93929.6661106,2498710.619097538,482.7361524934,1618166.1881214,125129.17195723,71877.25964752,undefined,undefined,113522545.962985,75337.54707785,0,2461284.568126,6317091.35668217,15337.58108213,3610.58571798,971829.711397,569757.808499,6214590.44479131,5924821.69618442,35993854.936955,66151101.262047,31095677.9035913,121616080.97210036,1517488.0337136453,3988288.068834395,2.09874751e-10,2667939.962810887,29870.61953276,7485193.07907362,21017836.030130353,17843619.44958773,12796197.3925665,6219783.54339273,11545066.989271624,2386471.78188268,114225.94460116,775233361.3703712,224471880.346463,434365.120745,3833746.1422038097,1603172.14983593,0,4603.27778249,0,4457314.918577885,3303933.24203437,474188859.18672496,765597076.7658509,57268682.54885,24867.16422955,28.048948,1016213.3123799118,3535034.6928315647,7337.15337613,22956277.983510263,106764862.41841
1642557600000,0,8725.31739998,53016.95415877,5251884.42315639,0,123103.19190514,3617453.575973416,181349.13384272,5239.1543178,597701.908738,12292302.5320063,299274909.519244,0,1597245.196117184,91406257.13813132,1538208.2449956555,1009107.49866775,1904580.22577351,696086.48087,68578635.98586257,0,228803.333894,4876552.05554669,253712.51578451,1926475.067711968,716543.256682,6056515.29101731,15127368.71789544,75352.78017021,16077467.2753851,786593.945995,2541135.66550039,undefined,0,204602916.48342,15658122.580485635,22600292.01031646,11566406.363487022,63222343.959357694,93538.45144562,2498712.028619747,482.7361880565,1606784.5172001356,125239.96882967,72013.5301623,undefined,undefined,113522545.962985,75337.20768523,0,2463466.0918580755,6317098.65189605,15337.58108213,3610.58571798,971830.249139,569760.342531,6220095.62624682,5936055.3795583,36127395.7004799,66209675.4139722,31095697.181406867,121616470.90088728,1465639.7077145523,3988261.68489408,2.09874751e-10,2672998.039373817,29870.62758674,7485197.79995221,21017974.92483514,17937204.251139622,12807902.30596314,6215853.30440695,11545072.442867119,2386946.78367683,114225.94460116,776703105.72392,224472034.179647,434365.120745,3841014.43975938,1603186.4286139146,0,4607.35380068,0,3575858.0180481444,3335312.4736857354,474188759.16913104,761157465.6927867,57569040.7977252,24867.16422955,28.048948,1017113.4125087312,3491693.3878012346,7337.15744988,23076677.25146857,105725171.92252664
1642564800000,0,8725.32198832,53016.95415877,5134013.26362142,0,123103.628752,3617453.575973416,181349.48579771,5239.1543178,587987.842105,12292309.357604044,299275155.22773767,0,1597252.5153011756,91151134.441643,1538209.1345994319,1009107.9415438576,1904580.22577351,696090.698584,68578667.21777467,0,225819.899799,4797296.57272011,242369.15002766,1926475.067711968,700670.270092,6056540.62767082,15127368.71789544,75352.78017021,16077467.2753851,786594.07027,2541135.952088533,undefined,0,204602916.48342,15658139.067357562,22232983.9036328,11241322.139322128,63222366.2457765,90384.93724951,2498713.3911819435,482.7362224347,1545672.34289356,123204.52474119,70397.28775891,undefined,undefined,113522610.962985,75334.86241159,0,2423428.95469734,6317105.70406066,15337.58108213,3610.58571798,971830.768966,569762.874271,6119004.38977348,5802828.96513698,35395971.5114193,65133611.8609286,31095748.671859153,121361454.59571476,1433731.1238017983,3988263.80984186,2.09874751e-10,2613027.49347941,29870.63537238,7485202.36354875,21018114.77944583,17858343.299594827,12640317.270384144,6086818.51643835,11545077.71476916,2349186.6259502647,114225.94460116,756242146.287072,224472301.617647,434365.120745,3754808.27272936,1603194.110742995,0,4532.4734230053,0,3575859.55439827,3256327.32916555,474188759.16913104,744061229.759151,57315938.4037698,24867.16422955,28.048948,1000582.9184877,3393549.48912643,7337.1613879,22975220.5974068,100991758.9071468
1642572000000,0,8725.32359093,53016.95415877,5152221.85033748,0,123103.628752,3617453.575973416,181350.315937,5247.0314292,588151.666078,12292309.357604044,299249471.4586276,0,1597252.89143851,91151251.01796383,1538210.035531832,1009108.0962310767,1904580.22577351,696094.919215,68578677.297928,0,226010.01896848,4798633.16375372,244858.0076527,1929378.66385052,703162.812333,6056565.96783197,14932352.013272254,75602.86228271,16101931.912486926,786594.07027,2541137.7236003,undefined,0,204646765.730046,15658143.686173623,22239178.237906367,10941086.161062224,63222366.2457765,90952.8818398,2498713.867095985,482.7362344423,1564169.5073836038,123238.86873359,70554.30737515,undefined,undefined,113589830.381107,75472.78308436,0,2424104.1713303,6317108.167232,15337.58108213,3610.58571798,971830.95053,569765.405697,6120709.44866363,5815772.15980952,35307595.3272404,65151758.7442286,31096217.168210056,121361761.2762524,1433731.1238017983,3988264.552040995,2.09874751e-10,2618855.79436012,29870.63809175,7485203.95751611,21018249.03505323,17814241.4232792,12650943.39184706,6078720.5355825,11545080.2868358,2280893.16380907,114225.94460116,757928927.9142189,225124313.774236,434365.120745,3763183.29075632,1603203.5431737327,0,4533.73621596,0,3566754.04041954,3277214.59521428,474238512.21854305,745968236.9118941,57014493.5132897,24867.16422955,28.048948,1000861.6942813656,3370227.3863833155,7337.16276337,22958527.665582962,102022273.4658377
1642579200000,0,8725.32473924,53016.95415877,5073438.04851208,0,123103.643212,3617453.575973416,181354.824129,5239.08138158,581706.3888,12292309.4231106,299249734.4743223,0,1597253.4288454698,91151294.7247999,1538210.70887534,1009108.20706759,1904580.22577351,696099.167865,68578721.86700907,0,224017.30427667,4746046.60765716,248515.81097747,1929378.66385052,675917.065177,6056598.77200148,14928581.705285722,75484.21144619,16101931.912486926,786594.07027,2541139.4369364963,undefined,0,204647966.61917,15658169.387658678,21995464.858342,10651362.392882576,63222366.2457765,89260.45248462,2498714.208098,482.736243046,1540527.9932234483,121888.32909155,69475.44601356,undefined,undefined,113520392.365491,75472.78308436,0,2397539.711655765,6317109.93214397,15337.58108213,3610.58571798,971831.080625,569767.925782,6053655.13226938,5726841.85855122,34806686.74491295,64437505.635091506,31096221.1052014,121361789.1541135,1402912.671897082,3988265.08384165,2.09874751e-10,2578810.27188351,29870.64004022,7485205.09962588,21018383.29419592,17138859.762238976,12539843.4390483,6010299.20869314,11610247.423108846,2227109.5100494227,114225.94460116,746339263.4570065,223626119.602957,434365.120745,3705639.59500258,1603211.2190906222,0,4484.05217311,0,3566754.588504065,3129536.99599922,470928003.771845,734484888.5879185,54852933.9824946,23815.71105592,28.048948,989893.598206,3280982.59261867,7337.16374892,22088113.47384775,99780740.40754315
1642586400000,0,8725.32861274,53096.5205433,5116340.7221729,0,123103.79146323,3617453.575973416,181357.817987,5247.9066638,585990.975572,12310757.3825185,299250114.715207,0,1597254.481549234,91151398.59311023,1538211.46475276,1009108.5809455686,1904580.22577351,696103.40077,68583810.43544316,0,225207.35490969,4781002.85392,250553.305328,1929378.66385052,677796.075458,6056626.15549068,14928581.705285722,75484.21144619,16101931.912486926,787774.793996,2541139.710692385,undefined,0,204621092.081773,15658767.6850697,22157465.652607135,10655110.0179623,63317248.8518248,96039.47134381,2498735.18055934,482.7362720682,1546086.0134869576,122786.06524529,70063.00097221,undefined,undefined,113513205.554084,75530.35800088,0,2415199.16935274,6317115.88561272,15337.58108213,3616.431009295,971831.519465,569770.455234,6098243.07389273,5775269.93139161,34385849.2111835,64912100.155397296,31096235.145512357,121361930.10802464,1402912.671897082,3991395.692490436,2.09874751e-10,2600641.15091777,29870.6466129,7485381.53926326,21005229.187022235,17226642.559633434,12606168.987668872,6084661.205431649,11610262.449913781,2214043.8385121454,114225.94460116,786385144.8278143,223673598.002957,434365.120745,3736975.7116021696,1561640.0786769134,0,4517.07807269,0,3566779.08385471,3093321.6028329,468067796.641764,740695958.5620592,53263196.5475024,23815.71105592,28.048948,997184.501004,3281438.0924553,7337.16845051,22201245.6434786,99776762.20306742
1642593600000,0,8725.33704493,53096.5205433,5159319.2044049,0,123103.79170858,3617453.575973416,181358.37746425,5255.78377521,591206.951469,12310757.53708282,299279967.33598167,0,1597255.2291376076,91151485.262293,1538212.101943476,1009108.8881958268,1904580.22577351,696107.624875,68610039.819167,0,226514.172605,4823558.79662115,253297.241142,1929378.7104400129,685849.101253,6056651.40622208,14953463.060687684,75484.21482745,16127682.536927268,787776.475181,2541139.89779431,undefined,0,204604719.147285,15663727.074768279,22354727.915260933,10879501.14489885,64482561.77877329,96972.71437178,2498736.12951376,482.7362971565,1574809.6879542838,123878.98745936,70651.5833255,undefined,undefined,113671928.455531,75591.01141264,0,2436697.10707039,6317120.77813093,15315.68766868,3616.431009295,971831.8801,569772.957189,6152524.12250342,5823783.5711923,34748279.37279964,65489884.1239236,31096246.302392665,121362327.1544387,1431819.085360434,3991390.3865753505,2.09874751e-10,2622487.15681881,29870.65201428,7485384.69625472,21005369.909636132,17368871.017083354,12678999.86716227,6146122.42972894,11610266.956466956,2249517.947183967,114225.94460116,792928958.5028328,223681064.064746,434365.120745,3768367.1892582304,1561647.6211043356,0,4557.2846796,0,3566779.41978931,3109705.49749855,468067896.64176303,746443959.0567565,53708836.37450849,23815.71105592,28.048948,987802.16589,3350543.4915337157,7337.17122169,22388170.018900476,100862746.80431452
1642600800000,0,8725.3377669,53096.5205433,5179190.29397276,0,123103.79170858,3125231.34055316,181360.242744,5263.95263148,593728.338707,12297857.853921818,299280212.59259146,0,2190536.21483771,91151530.64098515,1538212.2437188916,1009108.95832886,1904580.22577351,696111.856228,68610044.03595233,0,227132.627026,4797483.646507075,256411.629054,1929378.7104400129,690764.672351,6056676.83131514,14953463.060687684,75484.21482745,16129694.97547024,787776.720371,2541140.08352597,undefined,0,204604170.11987,15663658.4141886,22450065.062339332,10963356.793757169,64482562.537618496,97759.3287278,2498736.3452851432,482.7363026006,1579532.27088236,124407.29938031,70923.69795683,undefined,undefined,113880562.99451,75591.01141264,0,2447089.21821881,6317121.89489856,15315.68766868,3616.431009295,971831.962419,569776.221372,6178763.91906709,5846245.06805014,35577346.4777084,65772131.89920449,31096248.8663385,121362339.63799953,1431819.085360434,3991409.1778021106,2.09874751e-10,2632587.65169403,29870.65324721,7485388.26686038,21005496.613159362,17438442.93992888,12713273.586587667,6146122.42972894,11610267.795407075,2269599.0988861374,114225.94460116,795982920.3420812,224375015.373361,434365.120745,3782881.0347823505,1561655.1085349685,0,4576.72032299,0,3566779.41978931,3135781.9947322,468087072.279847,749368493.8453699,53962016.2101478,23815.71105592,28.048948,992014.916484,3376368.3887205054,7337.17184649,22521337.1130238,102096157.01127954
