Vault,Chain,Type,Month,APY (%)
yvCurve-HUSD 0.3.5 - ETH,ETH,Stable,sep/21,0.022819352952475835
yvCurve-EURT 0.4.3 - ETH,ETH,Stable,sep/21,0.11968970537157864
yvCurve-ibAUD-USDC 0.4.3 - ETH,ETH,Other,sep/21,0
yvCurve-ankrETH 0.3.5 - ETH,ETH,ETH,sep/21,0.014853811747822965
yvCurve-CVXETH 0.4.3 - ETH,ETH,Altcoin,sep/21,0
yvCurve-d3pool 0.4.3 - ETH,ETH,Other,sep/21,0
yvDAI 0.3.0 - ETH,ETH,Stable,sep/21,0.036539882776048804
yvCurve-UST 0.3.5 - ETH,ETH,Stable,sep/21,0.018588581516725045
yvCurve-ibAUD 0.4.3 - ETH,ETH,Iron Bank,sep/21,0
yvCurve-tBTC 0.3.5 - ETH,ETH,BTC,sep/21,0.13213319102997634
yvCurve-EURS 0.3.5 - ETH,ETH,Stable,sep/21,0.08338888261675814
st-yCRV 0.4.3 - ETH,ETH,Other,sep/21,0
yvCurve-IronBank 0.3.2 - ETH,ETH,Altcoin,sep/21,0.08424734456412808
yvCurve-USDT 0.3.5 - ETH,ETH,Stable,sep/21,0.0
yvCurve-RAI 0.4.3 - ETH,ETH,Other,sep/21,0
yvCurve-MIM 0.4.3 - ETH,ETH,Stable,sep/21,0.2367723415742855
yvCurve-GUSD 0.3.5 - ETH,ETH,Stable,sep/21,0.04259158575048949
yvCurve-ibCHF-USDC 0.4.3 - ETH,ETH,Other,sep/21,0
yvCurve-DUSD 0.3.5 - ETH,ETH,Stable,sep/21,0.15026285790709482
yvCurve-STG-USDC 0.4.3 - ETH,ETH,Other,sep/21,0
yvLUSD 0.4.3 - ETH,ETH,Stable,sep/21,0
yvCurve-Aave 0.3.5 - ETH,ETH,Altcoin,sep/21,0.03959651055921687
yvUSDT 0.4.3 - ETH,ETH,Other,sep/21,0
yvCurve-USDN 0.3.5 - ETH,ETH,Stable,sep/21,0.14405322561610667
yvCurve-USDK 0.3.5 - ETH,ETH,Stable,sep/21,0.0
yvCurve-triCrypto 0.4.2 - ETH,ETH,Other,sep/21,0.057334868875884126
yvCurve-pBTC 0.3.5 - ETH,ETH,BTC,sep/21,0.1192476107208098
yvBalancer-BoostedAaveUSD 0.4.3 - ETH,ETH,Other,sep/21,0
yvCurve-cvxCRV 0.4.3 - ETH,ETH,Altcoin,sep/21,0
yvCurve-ibCHF 0.4.3 - ETH,ETH,Iron Bank,sep/21,0
yvCOMP 0.4.3 - ETH,ETH,Altcoin,sep/21,0.07045821094641536
yUSD 0.3.5 - ETH,ETH,Stable,sep/21,0.0
yvCurve-ibKRW 0.4.3 - ETH,ETH,Iron Bank,sep/21,0
yvCurve-ibJPY 0.4.3 - ETH,ETH,Iron Bank,sep/21,0
yvCurve-ibGBP 0.4.3 - ETH,ETH,Iron Bank,sep/21,0
yvCurve-3EUR 0.4.3 - ETH,ETH,Stable,sep/21,0
yvCurve-sUSD 0.3.5 - ETH,ETH,Stable,sep/21,0.08183416225772722
yvCurve-rETHwstETH 0.4.3 - ETH,ETH,ETH,sep/21,0
yvCurve-ibBTC 0.4.3 - ETH,ETH,BTC,sep/21,0
yvUSDC 0.3.0 - ETH,ETH,Stable,sep/21,0.055754173630868875
yvCurve-LUSD 0.3.5 - ETH,ETH,Stable,sep/21,0.10471729078621883
yvCurve-stETH-WETH 0.4.3 - ETH,ETH,ETH,sep/21,0
lp-yCRV 0.4.3 - ETH,ETH,Other,sep/21,0
yvCurve-HBTC 0.3.3 - ETH,ETH,BTC,sep/21,0.03147161738924775
yvLINK 0.4.2 - ETH,ETH,Altcoin,sep/21,0.02617802317731588
yvCurve-ibEUR 0.4.3 - ETH,ETH,Iron Bank,sep/21,0
yvCurve-CRVETH 0.4.3 - ETH,ETH,Altcoin,sep/21,0
yvCurve-ibGBP-USDC 0.4.3 - ETH,ETH,Other,sep/21,0
yvCurve-BUSD 0.3.5 - ETH,ETH,Stable,sep/21,0.028425612770231368
yvCurve-USDM 0.4.3 - ETH,ETH,Stable,sep/21,0
yvSUSHI 0.4.3 - ETH,ETH,Altcoin,sep/21,0.07647241275272565
yvCurve-renBTC 0.3.5 - ETH,ETH,BTC,sep/21,0.043927432914691256
yvCurve-alETH 0.4.3 - ETH,ETH,ETH,sep/21,0
yvCurve-YFIETH 0.4.3 - ETH,ETH,Altcoin,sep/21,0
yvUSDT 0.3.5 - ETH,ETH,Stable,sep/21,0.039062210568581834
yvCurve-EURSUSDC 0.4.3 - ETH,ETH,Stable,sep/21,0
yvCurve-Pax 0.3.5 - ETH,ETH,Stable,sep/21,0.0
yvCurve-sBTC 0.3.5 - ETH,ETH,BTC,sep/21,0.04366003598106749
yvCurve-3pool 0.3.5 - ETH,ETH,Other,sep/21,0.028215824333610806
yvRAI 0.4.2 - ETH,ETH,Altcoin,sep/21,0.0
yvCurve-EURN 0.4.3 - ETH,ETH,Stable,sep/21,0
yvCurve-mUSD 0.3.5 - ETH,ETH,Stable,sep/21,0.06763546749343763
yvCurve-yBUSD 0.3.5 - ETH,ETH,Stable,sep/21,0.06010599603342692
yvCurve-BBTC 0.3.5 - ETH,ETH,BTC,sep/21,0.047595841458975885
yvCurve-sETH 0.3.2 - ETH,ETH,ETH,sep/21,0.01353121186661932
yvCurve-ibJPY-USDC 0.4.3 - ETH,ETH,Other,sep/21,0
yvBOOST 0.3.5 - ETH,ETH,Altcoin,sep/21,0.4906943359945861
yvWBTC 0.3.5 - ETH,ETH,BTC,sep/21,0.02580469346204617
yvCurve-alUSD 0.3.5 - ETH,ETH,Stable,sep/21,0.12782096006134736
yvCurve-FRAX 0.3.5 - ETH,ETH,Stable,sep/21,0.1518702216849075
yv1INCH 0.3.2 - ETH,ETH,Altcoin,sep/21,0.06467539854597759
yvCurve-EURTUSD 0.4.3 - ETH,ETH,Stable,sep/21,0
yvDAI 0.2.2 - ETH,ETH,Stable,sep/21,0.0
yvCurve-rETH 0.3.5 - ETH,ETH,ETH,sep/21,0.030399160061938657
yvCurve-RSV 0.3.5 - ETH,ETH,Other,sep/21,0.21038445121700056
yvCurve-USDP 0.3.5 - ETH,ETH,Stable,sep/21,0.13123239923975483
yvCurve-Compound 0.3.5 - ETH,ETH,Altcoin,sep/21,0.038028132284402716
yvYFI 0.3.2 - ETH,ETH,Altcoin,sep/21,0.0
yvCurve-3Crypto 0.4.3 - ETH,ETH,Other,sep/21,0.21443256241962527
yvCurve-ibEUR-USDC 0.4.3 - ETH,ETH,Other,sep/21,0
yvSNX 0.3.5 - ETH,ETH,Altcoin,sep/21,0.15654042813318703
yvCurve-OUSD 0.4.3 - ETH,ETH,Stable,sep/21,0
yvCurve-ibKRW-USDC 0.4.3 - ETH,ETH,Other,sep/21,0
yvUNI 0.3.5 - ETH,ETH,Altcoin,sep/21,0.0
yvTUSD 0.4.3 - ETH,ETH,Stable,sep/21,0.06795596568285522
yvWETH 0.4.2 - ETH,ETH,ETH,sep/21,0.029322811261791815
yvUSDC 0.4.3 - ETH,ETH,Stable,sep/21,0
yvsUSD 0.3.3 - ETH,ETH,Stable,sep/21,0.08283260117245783
yvWETH 0.3.2 - ETH,ETH,ETH,sep/21,0.014189021690192094
yvKP3RETH-f 0.4.3 - ETH,ETH,Other,sep/21,0
yvCurve-sAave 0.3.5 - ETH,ETH,Altcoin,sep/21,0.0822568650244484
yvCurve-USDP 0.4.3 - ETH,ETH,Stable,sep/21,0
yvWBTC 0.3.1 - ETH,ETH,BTC,sep/21,2.5114152157890146e-07
yvCurve-DOLA 0.4.3 - ETH,ETH,Stable,sep/21,0
yvCurve-MIMUST 0.4.3 - ETH,ETH,Stable,sep/21,0
yvAAVE 0.4.3 - ETH,ETH,Altcoin,sep/21,0.06863567146279737
yvDAI 0.4.3 - ETH,ETH,Stable,sep/21,0.05270980651284973
yvCurve-stETH 0.3.0 - ETH,ETH,ETH,sep/21,0.03627233323598911
yvYFI 0.4.3 - ETH,ETH,Altcoin,sep/21,-0.0016738019013013972
yvHEGIC 0.3.0 - ETH,ETH,Altcoin,sep/21,0.0
yvUSDC 0.2.2 - ETH,ETH,Stable,sep/21,0.0
yvCurve-oBTC 0.3.5 - ETH,ETH,BTC,sep/21,0.10930786955510174
yvCurve-LINK 0.3.5 - ETH,ETH,Altcoin,sep/21,0.023182395893942997
yvCurve-TUSD 0.3.5 - ETH,ETH,Stable,sep/21,0.3428896715459975
yvAVAX 0.4.3 - FTM,FTM,Altcoin,sep/21,0
yvCRV 0.4.3 - FTM,FTM,Altcoin,sep/21,0
yvMIM 0.4.3 - FTM,FTM,Stable,sep/21,0
yvWFTM 0.4.3 - FTM,FTM,Altcoin,sep/21,0
yvBOO 0.4.3 - FTM,FTM,Altcoin,sep/21,0
yvUSDT 0.4.3 - FTM,FTM,Stable,sep/21,0
yvDOLA 0.4.3 - FTM,FTM,Stable,sep/21,0
yvfBEETS 0.4.3 - FTM,FTM,Altcoin,sep/21,0
yvYFI 0.4.3 - FTM,FTM,Altcoin,sep/21,0
yvFRAX 0.4.3 - FTM,FTM,Stable,sep/21,0
yvDAI 0.4.3 - FTM,FTM,Stable,sep/21,0
yvCurve-MIM 0.4.3 - FTM,FTM,Stable,sep/21,0
yvCurve-Tricrypto 0.4.3 - FTM,FTM,Other,sep/21,0
yvWETH 0.4.3 - FTM,FTM,ETH,sep/21,0
yvSPELL 0.4.3 - FTM,FTM,Altcoin,sep/21,0
yvUSDC 0.4.3 - FTM,FTM,Stable,sep/21,0
yvCurve-Geist 0.4.3 - FTM,FTM,Altcoin,sep/21,0
yvWBTC 0.4.3 - FTM,FTM,BTC,sep/21,0
yvLINK 0.4.3 - FTM,FTM,Altcoin,sep/21,0
yvCurve-UST 0.4.3 - ETH,ETH,Stable,oct/21,0
yvCurve-HUSD 0.3.5 - ETH,ETH,Stable,oct/21,0.03014224883992256
yvCurve-EURT 0.4.3 - ETH,ETH,Stable,oct/21,0.06760448532688001
yvCurve-ibAUD-USDC 0.4.3 - ETH,ETH,Other,oct/21,0
yvCurve-ankrETH 0.3.5 - ETH,ETH,ETH,oct/21,0.3253097905201663
yvCurve-CVXETH 0.4.3 - ETH,ETH,Altcoin,oct/21,0
yvCurve-d3pool 0.4.3 - ETH,ETH,Other,oct/21,0
yvDAI 0.3.0 - ETH,ETH,Stable,oct/21,0.03190025815468145
yvCurve-UST 0.3.5 - ETH,ETH,Stable,oct/21,0.6782840928190428
yvCurve-ibAUD 0.4.3 - ETH,ETH,Iron Bank,oct/21,0.0
yvCurve-tBTC 0.3.5 - ETH,ETH,BTC,oct/21,0.059038606352173506
yvCurve-EURS 0.3.5 - ETH,ETH,Stable,oct/21,0.27088628224095923
st-yCRV 0.4.3 - ETH,ETH,Other,oct/21,0
yvCurve-IronBank 0.3.2 - ETH,ETH,Altcoin,oct/21,0.12600224383616276
yvCurve-USDT 0.3.5 - ETH,ETH,Stable,oct/21,0.0
yvCurve-RAI 0.4.3 - ETH,ETH,Other,oct/21,0
yvCurve-MIM 0.4.3 - ETH,ETH,Stable,oct/21,0.2793346043097549
yvCurve-GUSD 0.3.5 - ETH,ETH,Stable,oct/21,0.21327479389532544
yvCurve-ibCHF-USDC 0.4.3 - ETH,ETH,Other,oct/21,0
yvCurve-DUSD 0.3.5 - ETH,ETH,Stable,oct/21,0.06400591772206465
yvCurve-STG-USDC 0.4.3 - ETH,ETH,Other,oct/21,0
yvLUSD 0.4.3 - ETH,ETH,Stable,oct/21,0
yvCurve-Aave 0.3.5 - ETH,ETH,Altcoin,oct/21,0.08924061892770374
yvUSDT 0.4.3 - ETH,ETH,Other,oct/21,0
yvCurve-USDN 0.3.5 - ETH,ETH,Stable,oct/21,0.16538484826756017
yvCurve-USDK 0.3.5 - ETH,ETH,Stable,oct/21,0.0
yvCurve-triCrypto 0.4.2 - ETH,ETH,Other,oct/21,0.04206685265765309
yvCurve-pBTC 0.3.5 - ETH,ETH,BTC,oct/21,0.04070169907750065
yvBalancer-BoostedAaveUSD 0.4.3 - ETH,ETH,Other,oct/21,0
yvCurve-cvxCRV 0.4.3 - ETH,ETH,Altcoin,oct/21,0.2829794519243243
yvCurve-ibCHF 0.4.3 - ETH,ETH,Iron Bank,oct/21,0.0
yvCOMP 0.4.3 - ETH,ETH,Altcoin,oct/21,0.06645038076132459
yUSD 0.3.5 - ETH,ETH,Stable,oct/21,-0.0008467359241931538
yvCurve-ibKRW 0.4.3 - ETH,ETH,Iron Bank,oct/21,0.0
yvCurve-ibJPY 0.4.3 - ETH,ETH,Iron Bank,oct/21,0.0
yvCurve-ibGBP 0.4.3 - ETH,ETH,Iron Bank,oct/21,0.0
yvCurve-3EUR 0.4.3 - ETH,ETH,Stable,oct/21,0
yvCurve-sUSD 0.3.5 - ETH,ETH,Stable,oct/21,0.4044092761999474
yvCurve-rETHwstETH 0.4.3 - ETH,ETH,ETH,oct/21,0
yvCurve-ibBTC 0.4.3 - ETH,ETH,BTC,oct/21,0
yvUSDC 0.3.0 - ETH,ETH,Stable,oct/21,0.05186689555664681
yvCurve-LUSD 0.3.5 - ETH,ETH,Stable,oct/21,0.0500110333004109
yvCurve-stETH-WETH 0.4.3 - ETH,ETH,ETH,oct/21,0
lp-yCRV 0.4.3 - ETH,ETH,Other,oct/21,0
yvCurve-HBTC 0.3.3 - ETH,ETH,BTC,oct/21,0.025217701949161064
yvLINK 0.4.2 - ETH,ETH,Altcoin,oct/21,0.030347357197612057
yvCurve-ibEUR 0.4.3 - ETH,ETH,Iron Bank,oct/21,7.297511952231162e-05
yvCurve-CRVETH 0.4.3 - ETH,ETH,Altcoin,oct/21,0
yvCurve-ibGBP-USDC 0.4.3 - ETH,ETH,Other,oct/21,0
yvCurve-BUSD 0.3.5 - ETH,ETH,Stable,oct/21,0.12873601027110482
yvCurve-USDM 0.4.3 - ETH,ETH,Stable,oct/21,0
yvSUSHI 0.4.3 - ETH,ETH,Altcoin,oct/21,0.05696024776167685
yvCurve-renBTC 0.3.5 - ETH,ETH,BTC,oct/21,0.021694856561275122
yvCurve-alETH 0.4.3 - ETH,ETH,ETH,oct/21,0
yvCurve-YFIETH 0.4.3 - ETH,ETH,Altcoin,oct/21,0
yvUSDT 0.3.5 - ETH,ETH,Stable,oct/21,0.06471461164367276
yvCurve-EURSUSDC 0.4.3 - ETH,ETH,Stable,oct/21,0
yvCurve-Pax 0.3.5 - ETH,ETH,Stable,oct/21,0.0
yvCurve-sBTC 0.3.5 - ETH,ETH,BTC,oct/21,0.08004389541155188
yvCurve-3pool 0.3.5 - ETH,ETH,Other,oct/21,0.11859384090276914
yvRAI 0.4.2 - ETH,ETH,Altcoin,oct/21,0.0
yvCurve-EURN 0.4.3 - ETH,ETH,Stable,oct/21,0
yvCurve-mUSD 0.3.5 - ETH,ETH,Stable,oct/21,0.06698825660706742
yvCurve-yBUSD 0.3.5 - ETH,ETH,Stable,oct/21,0.04482750689351622
yvCurve-BBTC 0.3.5 - ETH,ETH,BTC,oct/21,0.03198633874217305
yvCurve-sETH 0.3.2 - ETH,ETH,ETH,oct/21,0.013606526899746285
yvCurve-ibJPY-USDC 0.4.3 - ETH,ETH,Other,oct/21,0
yvBOOST 0.3.5 - ETH,ETH,Altcoin,oct/21,0.4986020057258085
yvWBTC 0.3.5 - ETH,ETH,BTC,oct/21,0.016898913823046202
yvCurve-alUSD 0.3.5 - ETH,ETH,Stable,oct/21,0.1875791384023766
yvCurve-FRAX 0.3.5 - ETH,ETH,Stable,oct/21,0.2629950885500023
yv1INCH 0.3.2 - ETH,ETH,Altcoin,oct/21,0.13225797128757155
yvCurve-EURTUSD 0.4.3 - ETH,ETH,Stable,oct/21,0
yvDAI 0.2.2 - ETH,ETH,Stable,oct/21,0.0
yvCurve-rETH 0.3.5 - ETH,ETH,ETH,oct/21,0.27246894522224463
yvCurve-RSV 0.3.5 - ETH,ETH,Other,oct/21,0.9558592035824629
yvCurve-USDP 0.3.5 - ETH,ETH,Stable,oct/21,0.15113192703431477
yvCurve-Compound 0.3.5 - ETH,ETH,Altcoin,oct/21,0.03247761572361951
yvYFI 0.3.2 - ETH,ETH,Altcoin,oct/21,1.9595218644807844e-05
yvCurve-3Crypto 0.4.3 - ETH,ETH,Other,oct/21,0.15997318408729355
yvCurve-ibEUR-USDC 0.4.3 - ETH,ETH,Other,oct/21,0
yvSNX 0.3.5 - ETH,ETH,Altcoin,oct/21,0.03336531401041132
yvCurve-OUSD 0.4.3 - ETH,ETH,Stable,oct/21,0
yvCurve-ibKRW-USDC 0.4.3 - ETH,ETH,Other,oct/21,0
yvUNI 0.3.5 - ETH,ETH,Altcoin,oct/21,0.01714080389384587
yvTUSD 0.4.3 - ETH,ETH,Stable,oct/21,0.04093436373842496
yvWETH 0.4.2 - ETH,ETH,ETH,oct/21,0.022794885710782697
yvUSDC 0.4.3 - ETH,ETH,Stable,oct/21,0
yvsUSD 0.3.3 - ETH,ETH,Stable,oct/21,0.04156332780492322
yvWETH 0.3.2 - ETH,ETH,ETH,oct/21,0.01415762586829361
yvKP3RETH-f 0.4.3 - ETH,ETH,Other,oct/21,0
yvCurve-sAave 0.3.5 - ETH,ETH,Altcoin,oct/21,0.04742003096961622
yvCurve-USDP 0.4.3 - ETH,ETH,Stable,oct/21,0
yvWBTC 0.3.1 - ETH,ETH,BTC,oct/21,0.0
yvCurve-DOLA 0.4.3 - ETH,ETH,Stable,oct/21,0
yvCurve-MIMUST 0.4.3 - ETH,ETH,Stable,oct/21,0
yvAAVE 0.4.3 - ETH,ETH,Altcoin,oct/21,0.05509293724628184
yvDAI 0.4.3 - ETH,ETH,Stable,oct/21,0.03306743519774402
yvCurve-stETH 0.3.0 - ETH,ETH,ETH,oct/21,0.011142561244051441
yvYFI 0.4.3 - ETH,ETH,Altcoin,oct/21,0.005820894168939494
yvHEGIC 0.3.0 - ETH,ETH,Altcoin,oct/21,0.0
yvUSDC 0.2.2 - ETH,ETH,Stable,oct/21,0.0
yvCurve-oBTC 0.3.5 - ETH,ETH,BTC,oct/21,0.035276306106637234
yvCurve-LINK 0.3.5 - ETH,ETH,Altcoin,oct/21,0.008907874802613902
yvCurve-TUSD 0.3.5 - ETH,ETH,Stable,oct/21,0.0059505384879279255
yvAVAX 0.4.3 - FTM,FTM,Altcoin,oct/21,0
yvCRV 0.4.3 - FTM,FTM,Altcoin,oct/21,0
yvMIM 0.4.3 - FTM,FTM,Stable,oct/21,0
yvWFTM 0.4.3 - FTM,FTM,Altcoin,oct/21,0.024912905236107452
yvBOO 0.4.3 - FTM,FTM,Altcoin,oct/21,0
yvUSDT 0.4.3 - FTM,FTM,Stable,oct/21,0
yvDOLA 0.4.3 - FTM,FTM,Stable,oct/21,0
yvfBEETS 0.4.3 - FTM,FTM,Altcoin,oct/21,0
yvYFI 0.4.3 - FTM,FTM,Altcoin,oct/21,0.06448689183495904
yvFRAX 0.4.3 - FTM,FTM,Stable,oct/21,0
yvDAI 0.4.3 - FTM,FTM,Stable,oct/21,0.17001293423894914
yvCurve-MIM 0.4.3 - FTM,FTM,Stable,oct/21,0
yvCurve-Tricrypto 0.4.3 - FTM,FTM,Other,oct/21,0
yvWETH 0.4.3 - FTM,FTM,ETH,oct/21,0
yvSPELL 0.4.3 - FTM,FTM,Altcoin,oct/21,0
yvUSDC 0.4.3 - FTM,FTM,Stable,oct/21,0
yvCurve-Geist 0.4.3 - FTM,FTM,Altcoin,oct/21,0
yvWBTC 0.4.3 - FTM,FTM,BTC,oct/21,0
yvLINK 0.4.3 - FTM,FTM,Altcoin,oct/21,0
yvCurve-UST 0.4.3 - ETH,ETH,Stable,nov/21,0
yvCurve-HUSD 0.3.5 - ETH,ETH,Stable,nov/21,0.0
yvCurve-EURT 0.4.3 - ETH,ETH,Stable,nov/21,1.8450319181687238
yvCurve-ibAUD-USDC 0.4.3 - ETH,ETH,Other,nov/21,0
yvCurve-ankrETH 0.3.5 - ETH,ETH,ETH,nov/21,0.0
yvCurve-CVXETH 0.4.3 - ETH,ETH,Altcoin,nov/21,0
yvCurve-d3pool 0.4.3 - ETH,ETH,Other,nov/21,0
yvDAI 0.3.0 - ETH,ETH,Stable,nov/21,0.13106005836704937
yvCurve-UST 0.3.5 - ETH,ETH,Stable,nov/21,0.0
yvCurve-ibAUD 0.4.3 - ETH,ETH,Iron Bank,nov/21,0.0
yvCurve-tBTC 0.3.5 - ETH,ETH,BTC,nov/21,0.037312230392793744
yvCurve-EURS 0.3.5 - ETH,ETH,Stable,nov/21,0.20875419875598067
st-yCRV 0.4.3 - ETH,ETH,Other,nov/21,0
yvCurve-IronBank 0.3.2 - ETH,ETH,Altcoin,nov/21,0.1095658664778778
yvCurve-USDT 0.3.5 - ETH,ETH,Stable,nov/21,0.0
yvCurve-RAI 0.4.3 - ETH,ETH,Other,nov/21,0
yvCurve-MIM 0.4.3 - ETH,ETH,Stable,nov/21,0.16912059044100358
yvCurve-GUSD 0.3.5 - ETH,ETH,Stable,nov/21,0.0
yvCurve-ibCHF-USDC 0.4.3 - ETH,ETH,Other,nov/21,0
yvCurve-DUSD 0.3.5 - ETH,ETH,Stable,nov/21,0.2362947341697763
yvCurve-STG-USDC 0.4.3 - ETH,ETH,Other,nov/21,0
yvLUSD 0.4.3 - ETH,ETH,Stable,nov/21,0
yvCurve-Aave 0.3.5 - ETH,ETH,Altcoin,nov/21,0.0
yvUSDT 0.4.3 - ETH,ETH,Other,nov/21,0
yvCurve-USDN 0.3.5 - ETH,ETH,Stable,nov/21,0.19811898836102215
yvCurve-USDK 0.3.5 - ETH,ETH,Stable,nov/21,0.0
yvCurve-triCrypto 0.4.2 - ETH,ETH,Other,nov/21,0.0
yvCurve-pBTC 0.3.5 - ETH,ETH,BTC,nov/21,0.0
yvBalancer-BoostedAaveUSD 0.4.3 - ETH,ETH,Other,nov/21,0
yvCurve-cvxCRV 0.4.3 - ETH,ETH,Altcoin,nov/21,0.0
yvCurve-ibCHF 0.4.3 - ETH,ETH,Iron Bank,nov/21,0.0
yvCOMP 0.4.3 - ETH,ETH,Altcoin,nov/21,0.0
yUSD 0.3.5 - ETH,ETH,Stable,nov/21,0.0
yvCurve-ibKRW 0.4.3 - ETH,ETH,Iron Bank,nov/21,0.0
yvCurve-ibJPY 0.4.3 - ETH,ETH,Iron Bank,nov/21,0.26669464303690527
yvCurve-ibGBP 0.4.3 - ETH,ETH,Iron Bank,nov/21,0.0
yvCurve-3EUR 0.4.3 - ETH,ETH,Stable,nov/21,0
yvCurve-sUSD 0.3.5 - ETH,ETH,Stable,nov/21,0.0
yvCurve-rETHwstETH 0.4.3 - ETH,ETH,ETH,nov/21,0
yvCurve-ibBTC 0.4.3 - ETH,ETH,BTC,nov/21,0
yvUSDC 0.3.0 - ETH,ETH,Stable,nov/21,0.08427568842143507
yvCurve-LUSD 0.3.5 - ETH,ETH,Stable,nov/21,0.060161784471268076
yvCurve-stETH-WETH 0.4.3 - ETH,ETH,ETH,nov/21,0
lp-yCRV 0.4.3 - ETH,ETH,Other,nov/21,0
yvCurve-HBTC 0.3.3 - ETH,ETH,BTC,nov/21,0.029594293887151846
yvLINK 0.4.2 - ETH,ETH,Altcoin,nov/21,0.018847249174577252
yvCurve-ibEUR 0.4.3 - ETH,ETH,Iron Bank,nov/21,0.3405761288262741
yvCurve-CRVETH 0.4.3 - ETH,ETH,Altcoin,nov/21,0
yvCurve-ibGBP-USDC 0.4.3 - ETH,ETH,Other,nov/21,0
yvCurve-BUSD 0.3.5 - ETH,ETH,Stable,nov/21,0.035428049500637826
yvCurve-USDM 0.4.3 - ETH,ETH,Stable,nov/21,161046.45171923345
yvSUSHI 0.4.3 - ETH,ETH,Altcoin,nov/21,0.32530292704640584
yvCurve-renBTC 0.3.5 - ETH,ETH,BTC,nov/21,0.018942296116981616
yvCurve-alETH 0.4.3 - ETH,ETH,ETH,nov/21,0.05764366275210686
yvCurve-YFIETH 0.4.3 - ETH,ETH,Altcoin,nov/21,0
yvUSDT 0.3.5 - ETH,ETH,Stable,nov/21,0.05035000499835918
yvCurve-EURSUSDC 0.4.3 - ETH,ETH,Stable,nov/21,0
yvCurve-Pax 0.3.5 - ETH,ETH,Stable,nov/21,0.0
yvCurve-sBTC 0.3.5 - ETH,ETH,BTC,nov/21,0.008467826534603207
yvCurve-3pool 0.3.5 - ETH,ETH,Other,nov/21,0.026717171726748257
yvRAI 0.4.2 - ETH,ETH,Altcoin,nov/21,0.0
yvCurve-EURN 0.4.3 - ETH,ETH,Stable,nov/21,0.0
yvCurve-mUSD 0.3.5 - ETH,ETH,Stable,nov/21,0.1857756843220324
yvCurve-yBUSD 0.3.5 - ETH,ETH,Stable,nov/21,0.0
yvCurve-BBTC 0.3.5 - ETH,ETH,BTC,nov/21,0.0
yvCurve-sETH 0.3.2 - ETH,ETH,ETH,nov/21,0.008808706768986374
yvCurve-ibJPY-USDC 0.4.3 - ETH,ETH,Other,nov/21,0
yvBOOST 0.3.5 - ETH,ETH,Altcoin,nov/21,0.487493247807145
yvWBTC 0.3.5 - ETH,ETH,BTC,nov/21,0.009892677471922573
yvCurve-alUSD 0.3.5 - ETH,ETH,Stable,nov/21,0.13059550651699148
yvCurve-FRAX 0.3.5 - ETH,ETH,Stable,nov/21,0.18533373737468217
yv1INCH 0.3.2 - ETH,ETH,Altcoin,nov/21,0.08212588463243975
yvCurve-EURTUSD 0.4.3 - ETH,ETH,Stable,nov/21,0
yvDAI 0.2.2 - ETH,ETH,Stable,nov/21,0.0
yvCurve-rETH 0.3.5 - ETH,ETH,ETH,nov/21,0.046261818564251156
yvCurve-RSV 0.3.5 - ETH,ETH,Other,nov/21,0.0
yvCurve-USDP 0.3.5 - ETH,ETH,Stable,nov/21,0.26157064701833965
yvCurve-Compound 0.3.5 - ETH,ETH,Altcoin,nov/21,0.059264389851090504
yvYFI 0.3.2 - ETH,ETH,Altcoin,nov/21,0.0015288970409512714
yvCurve-3Crypto 0.4.3 - ETH,ETH,Other,nov/21,0.11746182490395873
yvCurve-ibEUR-USDC 0.4.3 - ETH,ETH,Other,nov/21,0
yvSNX 0.3.5 - ETH,ETH,Altcoin,nov/21,0.14614142308837574
yvCurve-OUSD 0.4.3 - ETH,ETH,Stable,nov/21,0
yvCurve-ibKRW-USDC 0.4.3 - ETH,ETH,Other,nov/21,0
yvUNI 0.3.5 - ETH,ETH,Altcoin,nov/21,0.0
yvTUSD 0.4.3 - ETH,ETH,Stable,nov/21,0.6056253227294224
yvWETH 0.4.2 - ETH,ETH,ETH,nov/21,0.013640346405029646
yvUSDC 0.4.3 - ETH,ETH,Stable,nov/21,0.022291195023349086
yvsUSD 0.3.3 - ETH,ETH,Stable,nov/21,0.12217776290263416
yvWETH 0.3.2 - ETH,ETH,ETH,nov/21,0.01265051601810585
yvKP3RETH-f 0.4.3 - ETH,ETH,Other,nov/21,0
yvCurve-sAave 0.3.5 - ETH,ETH,Altcoin,nov/21,0.07923929239131566
yvCurve-USDP 0.4.3 - ETH,ETH,Stable,nov/21,0
yvWBTC 0.3.1 - ETH,ETH,BTC,nov/21,2.511415131412065e-07
yvCurve-DOLA 0.4.3 - ETH,ETH,Stable,nov/21,0
yvCurve-MIMUST 0.4.3 - ETH,ETH,Stable,nov/21,0.12472229848858385
yvAAVE 0.4.3 - ETH,ETH,Altcoin,nov/21,0.0
yvDAI 0.4.3 - ETH,ETH,Stable,nov/21,0.04360351775152349
yvCurve-stETH 0.3.0 - ETH,ETH,ETH,nov/21,0.005278349178420072
yvYFI 0.4.3 - ETH,ETH,Altcoin,nov/21,0.0798706962379152
yvHEGIC 0.3.0 - ETH,ETH,Altcoin,nov/21,0.0
yvUSDC 0.2.2 - ETH,ETH,Stable,nov/21,0.0
yvCurve-oBTC 0.3.5 - ETH,ETH,BTC,nov/21,0.034135543014358394
